security_id,asset_class,currency,price,market_value,duration_years
SEC0000909,ETF,USD,2041.03,25284235.28,9.06
SEC0000910,Government Bond,GBP,4349.38,371518313.71,5.46
SEC0000911,Equity,INR,4015.16,28702744.57,12.75
SEC0000912,Equity,EUR,224.08,202236842.73,8.05
SEC0000913,Corporate Bond,INR,9419.7,449184323.68,5.98
SEC0000914,Government Bond,EUR,4779.13,356575879.27,12.9
SEC0000915,Money Market,GBP,6527.87,126319162.25,2.18
SEC0000916,Money Market,INR,9367.63,385897039.63,2.04
SEC0000917,Equity,USD,9289.61,76139253.78,5.76
SEC0000918,ETF,EUR,3801.23,55118425.06,3.26
SEC0000919,Corporate Bond,GBP,6317.37,387821465.77,4.97
SEC0000920,Corporate Bond,INR,9225.73,435210655.26,14.69
SEC0000921,Corporate Bond,GBP,9998.07,69050008.67,14.8
SEC0000922,Money Market,GBP,1889.05,35905634.09,2.15
SEC0000923,ETF,EUR,863.4,471922698.03,4.12
SEC0000924,ETF,GBP,150.07,251167687.73,12.95
SEC0000925,Corporate Bond,EUR,7985.58,487346769.4,9.93
SEC0000926,Money Market,USD,9189.94,310745762.49,3.03
SEC0000927,Corporate Bond,USD,314.92,450351585.6,2.81
SEC0000928,Money Market,EUR,779.67,379192394.77,12.11
SEC0000929,Equity,USD,2047.31,95631224.89,8.04
SEC0000930,Corporate Bond,GBP,7576.51,313203783.3,14.81
SEC0000931,Money Market,INR,885.62,258896736.79,3.18
SEC0000932,Money Market,INR,8216.51,243350439.81,8.19
SEC0000933,ETF,USD,467.95,295937710.01,5.13
SEC0000934,Government Bond,USD,3797.49,77774135.25,9.74
SEC0000935,Money Market,EUR,8739.8,355866524.89,1.89
SEC0000936,Corporate Bond,GBP,599.96,387403377.42,10.48
SEC0000937,Equity,INR,1477.92,245558933.97,5.66
SEC0000938,Equity,USD,9333.07,274143514.25,4.41
SEC0000939,Corporate Bond,INR,960.25,153507401.06,1.27
SEC0000940,Government Bond,USD,9545.98,29080009.14,11.98
SEC0000941,Equity,GBP,5575.84,484858670.52,3.69
SEC0000942,Corporate Bond,GBP,410.07,323411761.2,13.11
SEC0000943,ETF,EUR,8872.38,66068860.8,12.16
SEC0000944,ETF,INR,6545.83,313574647.0,0.23
SEC0000945,ETF,EUR,7097.77,422780178.28,14.19
SEC0000946,Equity,USD,4735.44,376300574.66,6.67
SEC0000947,ETF,USD,2927.01,305925002.73,3.64
SEC0000948,Corporate Bond,GBP,996.67,376073345.92,7.87
SEC0000949,Government Bond,USD,6726.59,499194330.69,5.92
SEC0000950,Government Bond,USD,7869.45,99980801.0,8.4
SEC0000951,ETF,USD,2666.67,414285602.97,9.47
SEC0000952,Money Market,EUR,6832.63,394603565.81,6.61
SEC0000953,Equity,EUR,7821.58,490842902.43,9.09
SEC0000954,Money Market,EUR,4290.4,311190225.88,12.93
SEC0000955,Money Market,EUR,4414.69,286203098.0,7.76
SEC0000956,ETF,INR,6623.67,475274766.77,5.93
SEC0000957,Corporate Bond,USD,2736.45,165885138.45,5.99
SEC0000958,Equity,EUR,6972.1,234204039.96,1.3
SEC0000959,Equity,GBP,8160.5,147841414.35,1.81
SEC0000960,Money Market,INR,1338.23,419001466.01,3.92
SEC0000961,Equity,GBP,1763.11,18714422.91,9.19
SEC0000962,Corporate Bond,GBP,2171.72,422459328.76,14.14
SEC0000963,Money Market,GBP,424.6,121257814.57,10.51
SEC0000964,Money Market,GBP,9666.52,429497222.09,8.33
SEC0000965,ETF,EUR,7590.25,309882758.23,6.53
SEC0000966,Equity,INR,8221.4,107693232.12,11.13
SEC0000967,Government Bond,USD,2103.2,293254938.77,7.53
SEC0000968,Equity,USD,6417.66,399460590.15,4.31
SEC0000969,Corporate Bond,INR,5575.92,79626749.9,14.93
SEC0000970,Government Bond,USD,7979.24,301799836.12,6.4
SEC0000971,Corporate Bond,GBP,9215.76,105466302.07,14.57
SEC0000972,Money Market,EUR,5783.37,433758107.26,3.0
SEC0000973,Government Bond,EUR,7662.71,370393148.83,9.03
SEC0000974,Money Market,USD,6676.7,348165894.56,12.41
SEC0000975,Equity,USD,1930.5,102893196.01,12.14
SEC0000976,ETF,USD,421.65,123048120.27,8.75
SEC0000977,Corporate Bond,GBP,5808.44,226610742.08,3.12
SEC0000978,Government Bond,USD,4605.58,431161510.22,6.58
SEC0000979,Corporate Bond,EUR,8080.72,460810525.9,13.76
SEC0000980,Corporate Bond,EUR,1821.93,413321259.18,12.21
SEC0000981,Government Bond,INR,3345.17,161760842.64,4.5
SEC0000982,ETF,INR,3820.66,344301510.89,4.07
SEC0000983,Equity,INR,2458.33,423046392.3,2.53
SEC0000984,Equity,INR,8195.54,285133869.12,10.69
SEC0000985,Government Bond,INR,2408.24,337715258.69,8.92
SEC0000986,Government Bond,INR,4878.32,310103214.08,8.52
SEC0000987,ETF,INR,8323.15,466292348.86,5.9
SEC0000988,ETF,GBP,7312.2,139411096.77,2.84
SEC0000989,Equity,GBP,5456.13,155193598.45,10.09
SEC0000990,Money Market,EUR,3871.73,313588274.05,3.24
SEC0000991,Equity,EUR,3101.51,321938223.64,3.24
SEC0000992,Corporate Bond,INR,5172.09,57509601.0,2.3
SEC0000993,Money Market,INR,5752.79,44630638.89,9.21
SEC0000994,Corporate Bond,USD,5842.17,486863051.41,3.33
SEC0000995,Money Market,INR,2642.75,7010883.84,1.24
SEC0000996,Equity,USD,1082.76,391374095.94,1.96
SEC0000997,Corporate Bond,GBP,3519.44,423714299.0,1.01
SEC0000998,Equity,INR,567.64,135241295.16,12.74
SEC0000999,Equity,GBP,8374.89,465571283.15,8.58
SEC0001000,ETF,GBP,3257.52,310960079.82,13.24
SEC0001001,Government Bond,INR,2882.1,492065173.47,8.25
SEC0001002,ETF,USD,1843.61,245133873.09,4.48
SEC0001003,Corporate Bond,INR,1456.49,59391825.5,0.52
SEC0001004,Equity,EUR,1211.39,274066806.46,14.74
SEC0001005,ETF,GBP,4057.88,594237.26,4.94
SEC0001006,Equity,EUR,4251.44,459973584.03,11.55
SEC0001007,Corporate Bond,INR,8697.86,117391797.98,10.3
SEC0001008,Equity,USD,4155.99,408559712.88,9.87
SEC0001009,Government Bond,GBP,1227.03,156288691.65,3.75
SEC0001010,Corporate Bond,INR,4073.33,394200362.41,10.38
SEC0001011,Equity,GBP,9533.52,419676660.48,11.4
SEC0001012,ETF,EUR,3121.7,90193838.41,1.96
SEC0001013,Equity,INR,4430.08,140062548.86,1.63
SEC0001014,Equity,USD,7477.42,135432142.4,6.84
SEC0001015,Equity,EUR,3893.31,309031063.55,0.17
SEC0001016,ETF,USD,9812.78,467178996.82,13.0
SEC0001017,Equity,EUR,8314.05,334695270.83,3.86
SEC0001018,ETF,EUR,9850.07,27025879.85,11.75
SEC0001019,Government Bond,GBP,7417.24,332067320.72,3.96
SEC0001020,Equity,GBP,747.89,53867048.98,9.2
SEC0001021,Government Bond,EUR,6196.11,96688199.19,8.28
SEC0001022,ETF,EUR,1092.47,116256448.07,4.89
SEC0001023,Government Bond,GBP,350.19,229691264.86,9.9
SEC0001024,ETF,USD,97.13,25205967.74,8.53
SEC0001025,Money Market,INR,6627.97,139019732.8,11.67
SEC0001026,Government Bond,INR,8833.46,444780337.19,0.56
SEC0001027,ETF,EUR,5610.56,335646102.05,4.48
SEC0001028,Corporate Bond,INR,1731.79,293504928.16,4.93
SEC0001029,Equity,EUR,4067.3,17927168.72,10.47
SEC0001030,ETF,USD,992.76,372034251.83,11.54
SEC0001031,ETF,EUR,936.37,276192569.23,8.64
SEC0001032,Corporate Bond,EUR,5039.82,311090435.08,13.22
SEC0001033,Government Bond,USD,1644.14,246119619.59,0.41
SEC0001034,Government Bond,GBP,668.4,11618702.25,7.0
SEC0001035,ETF,EUR,5092.62,141568815.55,6.06
SEC0001036,Government Bond,EUR,6266.07,98087766.53,10.88
SEC0001037,ETF,INR,2512.49,433407483.56,2.99
SEC0001038,Government Bond,INR,6843.21,378114367.83,4.15
SEC0001039,ETF,GBP,6179.32,146170270.32,7.82
SEC0001040,Government Bond,USD,7563.39,410112365.37,3.56
SEC0001041,Equity,INR,7199.34,129260550.93,2.02
SEC0001042,Government Bond,USD,3607.26,460455080.05,12.43
SEC0001043,Equity,GBP,4383.84,224654563.76,12.52
SEC0001044,Equity,USD,1242.5,462573120.73,14.42
SEC0001045,ETF,GBP,3369.14,17234194.42,12.93
SEC0001046,Corporate Bond,USD,2238.04,308304384.35,14.64
SEC0001047,ETF,USD,855.34,95175743.43,8.67
SEC0001048,Equity,USD,7988.09,383556135.77,13.74
SEC0001049,Equity,EUR,8590.28,15365536.76,5.65
SEC0001050,ETF,EUR,361.12,442687270.66,12.13
SEC0001051,Corporate Bond,INR,8519.75,63235088.63,13.92
SEC0001052,ETF,USD,5115.42,100889310.55,1.07
SEC0001053,Equity,EUR,59.33,430201054.86,2.53
SEC0001054,Money Market,GBP,7512.68,134395908.91,3.62
SEC0001055,Equity,EUR,3905.38,498982654.32,6.98
SEC0001056,Equity,GBP,3555.96,173665813.66,0.96
SEC0001057,ETF,EUR,6702.04,417981512.04,14.65
SEC0001058,Corporate Bond,EUR,3679.57,114812173.78,10.15
SEC0001059,Government Bond,USD,5502.24,175402193.23,9.13
SEC0001060,ETF,GBP,3370.02,64701565.28,14.72
SEC0001061,Money Market,USD,8774.08,433100307.55,12.87
SEC0001062,Money Market,GBP,9703.91,101821606.38,13.23
SEC0001063,ETF,EUR,3116.72,176963951.42,8.58
SEC0001064,Corporate Bond,INR,8814.44,352747118.93,8.24
SEC0001065,Government Bond,EUR,5525.47,42978304.45,0.45
SEC0001066,Corporate Bond,INR,2399.05,93362437.07,5.87
SEC0001067,Government Bond,EUR,5763.44,408593056.12,1.95
SEC0001068,Corporate Bond,GBP,5106.38,133676687.96,4.48
SEC0001069,Money Market,GBP,5072.15,148940891.23,2.66
SEC0001070,Money Market,EUR,6165.82,42606608.79,3.4
SEC0001071,Equity,GBP,6338.2,463498242.85,0.15
SEC0001072,Government Bond,INR,6895.64,326080200.59,4.96
SEC0001073,Government Bond,EUR,5907.16,137558829.26,1.39
SEC0001074,ETF,EUR,9123.75,191361361.31,11.24
SEC0001075,ETF,GBP,8906.07,371230531.07,4.69
SEC0001076,Equity,EUR,9297.1,15566589.75,7.3
SEC0001077,ETF,USD,4259.96,365750431.96,10.5
SEC0001078,Equity,USD,1075.68,226234963.94,1.12
SEC0001079,Money Market,USD,7745.49,212123703.46,14.7
SEC0001080,Corporate Bond,INR,2418.54,454846535.17,8.22
SEC0001081,Equity,EUR,7121.98,358510350.25,6.37
SEC0001082,Corporate Bond,GBP,2917.58,180463390.66,11.74
SEC0001083,Equity,EUR,1366.83,385363147.39,12.51
SEC0001084,Corporate Bond,GBP,5166.99,236313408.91,0.38
SEC0001085,Equity,INR,8982.8,414069702.53,1.58
SEC0001086,Government Bond,USD,9857.05,443037625.44,6.3
SEC0001087,Money Market,INR,999.29,305521050.72,8.22
SEC0001088,Money Market,INR,6054.7,170251330.75,4.94
SEC0001089,Money Market,USD,3837.45,306777835.86,14.0
SEC0001090,Corporate Bond,USD,9565.96,349983416.7,10.03
SEC0001091,ETF,GBP,6529.29,310237091.76,8.69
SEC0001092,Money Market,EUR,2123.88,487184425.43,14.83
SEC0001093,Government Bond,EUR,4407.83,144122472.37,13.9
SEC0001094,Corporate Bond,USD,6883.67,189107471.5,3.27
SEC0001095,Corporate Bond,EUR,7627.7,355865712.95,5.55
SEC0001096,Government Bond,EUR,9945.93,24854824.66,6.46
SEC0001097,ETF,GBP,5162.77,114200468.72,13.82
SEC0001098,ETF,EUR,7502.64,152411522.18,12.87
SEC0001099,Government Bond,INR,3231.87,363919428.49,5.13
SEC0001100,Money Market,GBP,3069.35,371060569.68,10.71
SEC0001101,ETF,INR,8255.2,66569862.05,14.73
SEC0001102,Money Market,USD,2102.93,172388886.99,5.33
SEC0001103,Government Bond,EUR,1604.99,185922603.69,13.74
SEC0001104,ETF,USD,5809.44,314262329.89,5.21
SEC0001105,Corporate Bond,GBP,8848.18,1029949.21,13.52
SEC0001106,Government Bond,INR,9423.23,184586744.68,4.4
SEC0001107,Money Market,INR,8226.44,141231060.58,4.82
SEC0001108,Corporate Bond,INR,7407.89,436939590.93,11.68
SEC0001109,Equity,GBP,7165.58,78021984.4,8.55
SEC0001110,ETF,EUR,3023.95,337534757.07,9.96
SEC0001111,Equity,EUR,3474.69,205030364.82,12.49
SEC0001112,Government Bond,USD,5338.81,20004795.31,4.13
SEC0001113,Money Market,INR,5834.05,109375105.59,2.04
SEC0001114,Government Bond,USD,3959.04,458181009.97,0.61
SEC0001115,Equity,USD,4468.78,240228694.05,6.23
SEC0001116,Government Bond,GBP,5527.77,448756095.32,0.51
SEC0001117,Equity,INR,9378.33,131184805.46,10.76
SEC0001118,Money Market,EUR,3767.69,467153058.76,4.81
SEC0001119,Equity,EUR,8087.25,223218359.48,8.61
SEC0001120,Equity,USD,652.72,388621263.21,1.63
SEC0001121,Money Market,EUR,2244.71,159063573.27,10.38
SEC0001122,Corporate Bond,INR,9565.33,389382826.53,2.66
SEC0001123,Money Market,USD,2742.84,478145442.36,9.88
SEC0001124,Money Market,EUR,8142.42,143618074.03,2.56
SEC0001125,Corporate Bond,USD,7982.2,418750152.72,10.98
SEC0001126,Equity,GBP,8314.93,358729007.0,8.71
SEC0001127,Government Bond,EUR,8019.88,379729971.54,13.75
SEC0001128,ETF,GBP,8925.51,44424097.86,9.06
SEC0001129,Corporate Bond,USD,6859.91,326163236.1,11.43
SEC0001130,Equity,INR,4235.69,441518122.73,0.96
SEC0001131,Money Market,EUR,8157.71,424497736.48,8.8
SEC0001132,ETF,USD,9426.88,447403302.17,3.38
SEC0001133,Money Market,INR,5686.02,216483670.53,7.8
SEC0001134,Equity,INR,1844.57,348450447.79,3.91
SEC0001135,Equity,EUR,6788.46,167896873.7,10.27
SEC0001136,Government Bond,USD,3394.86,132992973.23,4.68
SEC0001137,Equity,INR,400.69,470568544.11,0.21
SEC0001138,ETF,INR,2171.28,189096998.59,2.55
SEC0001139,Money Market,INR,2160.6,163899688.94,14.16
SEC0001140,Money Market,INR,3998.82,431377010.99,14.18
SEC0001141,Government Bond,EUR,289.26,196536420.23,8.44
SEC0001142,Equity,GBP,6271.26,197222011.95,14.93
SEC0001143,Money Market,INR,1516.37,78937411.08,1.03
SEC0001144,ETF,EUR,5210.34,52912206.4,3.59
SEC0001145,Equity,GBP,279.91,206921574.79,14.51
SEC0001146,Government Bond,USD,58.86,402496637.2,9.16
SEC0001147,ETF,USD,8407.96,27504225.5,11.49
SEC0001148,Corporate Bond,EUR,3712.29,176434509.23,4.17
SEC0001149,Corporate Bond,INR,690.27,19415967.44,9.27
SEC0001150,Equity,INR,3548.01,84904094.38,4.2
SEC0001151,Equity,GBP,3954.73,259771215.46,11.4
SEC0001152,Corporate Bond,INR,8939.63,350430067.13,1.38
SEC0001153,Government Bond,GBP,7259.09,457107183.84,5.72
SEC0001154,Corporate Bond,EUR,7809.28,198197651.95,0.16
SEC0001155,Government Bond,INR,4907.55,499533820.0,10.59
SEC0001156,Equity,EUR,1289.22,281331164.52,14.04
SEC0001157,Corporate Bond,EUR,7530.97,415068021.3,12.67
SEC0001158,Equity,USD,5684.46,304486884.09,9.75
SEC0001159,Money Market,USD,8393.76,399354428.2,14.86
SEC0001160,Government Bond,EUR,571.11,132277686.63,1.41
SEC0001161,Government Bond,GBP,9271.23,149481210.75,10.37
SEC0001162,Equity,EUR,3102.53,100547091.93,2.59
SEC0001163,ETF,USD,7344.54,243354702.54,13.43
SEC0001164,Equity,USD,7781.53,4415843.34,7.81
SEC0001165,Government Bond,GBP,4139.68,363492003.34,7.26
SEC0001166,Government Bond,GBP,2517.43,141309002.38,14.98
SEC0001167,ETF,USD,7205.3,89900996.69,4.21
SEC0001168,Corporate Bond,EUR,5076.04,286224874.71,4.82
SEC0001169,Government Bond,EUR,1154.27,497928273.07,12.23
SEC0001170,ETF,EUR,4622.84,105082388.6,12.36
SEC0001171,Money Market,INR,7902.72,29941793.64,7.2
SEC0001172,ETF,GBP,9662.24,403925270.43,4.79
SEC0001173,ETF,INR,4163.54,336915410.5,9.41
SEC0001174,Government Bond,INR,2199.98,206787730.01,9.37
SEC0001175,Money Market,EUR,8611.33,482278695.39,8.55
SEC0001176,Equity,INR,4025.13,375016010.21,13.15
SEC0001177,Government Bond,USD,8288.19,463342363.92,13.87
SEC0001178,Government Bond,GBP,6647.31,102383873.82,13.28
SEC0001179,Equity,EUR,9445.37,325317110.22,10.85
SEC0001180,Government Bond,INR,3801.05,169929886.13,0.08
SEC0001181,ETF,INR,556.0,324832284.54,13.21
SEC0001182,Equity,EUR,9109.46,151653077.78,12.15
SEC0001183,Equity,GBP,8643.94,88826042.54,14.99
SEC0001184,Equity,GBP,8718.22,300519089.97,10.68
SEC0001185,Equity,EUR,1863.66,96746870.64,7.23
SEC0001186,Equity,INR,4806.56,347602850.95,14.9
SEC0001187,Equity,USD,704.25,53926900.68,8.95
SEC0001188,Equity,USD,6521.55,274503298.42,8.31
SEC0001189,Money Market,EUR,8731.58,417487728.02,0.99
SEC0001190,Government Bond,USD,8965.01,358060342.99,0.3
SEC0001191,Equity,INR,3969.42,51709369.12,9.37
SEC0001192,Money Market,GBP,4000.68,257686006.78,9.22
SEC0001193,ETF,INR,1149.17,98692527.41,2.49
SEC0001194,Government Bond,EUR,4450.47,159858447.27,0.93
SEC0001195,ETF,USD,5338.53,374827680.88,10.6
SEC0001196,Equity,EUR,7202.98,78395564.42,12.94
SEC0001197,ETF,GBP,6658.64,172414637.01,5.95
SEC0001198,Government Bond,GBP,4380.24,421117715.04,8.12
SEC0001199,Corporate Bond,USD,7026.82,423727149.48,0.19
SEC0001200,Money Market,GBP,791.39,266995560.84,8.56
SEC0001201,ETF,INR,7453.02,333583728.09,10.45
SEC0001202,Government Bond,USD,3270.56,196387343.24,14.79
SEC0001203,Equity,USD,5599.74,43034827.55,4.96
SEC0001204,Equity,INR,3552.44,349174370.27,10.95
SEC0001205,Money Market,GBP,5653.87,71689633.15,2.35
SEC0001206,Money Market,EUR,9044.45,428726780.99,5.81
SEC0001207,Money Market,INR,8543.66,261717212.96,9.41
SEC0001208,Corporate Bond,INR,5392.96,379473062.78,14.3
SEC0001209,Equity,EUR,9523.68,208497778.59,7.85
SEC0001210,Money Market,INR,8892.11,226227003.2,9.14
SEC0001211,Money Market,EUR,4860.89,95679258.62,9.78
SEC0001212,ETF,USD,8773.37,132766862.52,5.11
SEC0001213,ETF,EUR,5951.86,134552777.86,4.83
SEC0001214,Equity,INR,8559.66,33697846.74,7.4
SEC0001215,Government Bond,INR,4784.84,111483848.64,1.95
SEC0001216,Money Market,USD,8368.62,132362628.0,11.93
SEC0001217,ETF,INR,3120.87,24810945.43,10.8
SEC0001218,ETF,INR,1227.11,359997856.6,0.68
SEC0001219,Corporate Bond,INR,7447.74,339265456.77,13.6
SEC0001220,Corporate Bond,USD,4454.08,307913306.67,10.92
SEC0001221,Government Bond,GBP,7242.82,449095797.41,3.47
SEC0001222,ETF,EUR,7948.6,60489921.47,12.57
SEC0001223,Government Bond,USD,2926.21,450915230.02,13.17
SEC0001224,Government Bond,GBP,4426.96,89321531.81,14.11
SEC0001225,Corporate Bond,USD,6852.42,203090995.89,4.79
SEC0001226,ETF,USD,27.93,156498360.79,1.96
SEC0001227,Government Bond,USD,2689.65,226232270.48,10.19
SEC0001228,Money Market,INR,3729.84,124720366.45,7.71
SEC0001229,ETF,INR,5856.42,124772104.64,14.09
SEC0001230,ETF,INR,3473.53,391084554.13,7.35
SEC0001231,ETF,EUR,4748.73,76143556.0,0.44
SEC0001232,Government Bond,EUR,9796.3,296683387.57,12.23
SEC0001233,Equity,INR,6632.79,391220360.81,13.97
SEC0001234,ETF,EUR,7015.19,416369386.48,3.58
SEC0001235,Equity,INR,5071.27,195483066.38,1.36
SEC0001236,Government Bond,USD,1812.75,282966619.85,13.96
SEC0001237,Equity,EUR,7412.1,405289339.55,2.89
SEC0001238,Government Bond,INR,9864.33,283798396.66,12.64
SEC0001239,ETF,USD,9262.71,157740882.04,0.7
SEC0001240,Government Bond,USD,5817.4,133508755.51,1.46
SEC0001241,Equity,USD,1303.72,224605125.68,0.93
SEC0001242,Corporate Bond,INR,1353.26,363058013.05,1.44
SEC0001243,Government Bond,USD,4657.37,453859280.59,2.03
SEC0001244,Money Market,USD,2998.8,241668495.52,0.05
SEC0001245,Corporate Bond,EUR,8457.49,220979724.03,1.88
SEC0001246,Money Market,INR,4644.65,68092213.05,10.66
SEC0001247,Government Bond,EUR,9723.75,156380238.99,13.17
SEC0001248,Corporate Bond,EUR,6561.64,319003357.04,14.25
SEC0001249,Corporate Bond,INR,8094.39,186169368.96,7.17
SEC0001250,Corporate Bond,INR,2921.91,454896958.15,13.57
SEC0001251,Money Market,USD,2175.71,345272529.91,14.67
SEC0001252,Money Market,EUR,451.35,410997185.16,0.64
SEC0001253,Money Market,USD,9788.14,26723699.85,9.05
SEC0001254,Money Market,INR,5574.57,288806731.31,9.24
SEC0001255,ETF,USD,9195.29,124329268.55,10.64
SEC0001256,Money Market,INR,3496.66,189146965.52,14.17
SEC0001257,Equity,GBP,7380.44,274987112.08,4.25
SEC0001258,Corporate Bond,GBP,5413.27,91839651.32,9.13
SEC0001259,Money Market,USD,8714.65,1862498.76,3.52
SEC0001260,Money Market,GBP,2250.58,153730115.2,2.48
SEC0001261,Equity,GBP,7516.74,13701341.34,14.7
SEC0001262,Government Bond,EUR,3017.02,321756596.65,11.61
SEC0001263,Money Market,USD,4226.31,388210938.13,6.88
SEC0001264,ETF,EUR,5313.05,483841745.82,7.12
SEC0001265,Corporate Bond,USD,2126.47,113867507.1,8.62
SEC0001266,Government Bond,USD,8639.09,379877884.36,5.3
SEC0001267,ETF,EUR,3741.15,465935550.81,3.04
SEC0001268,Government Bond,EUR,1127.24,399579025.95,11.16
SEC0001269,Money Market,EUR,6352.92,163947488.73,9.72
SEC0001270,Corporate Bond,USD,4644.64,460311254.41,4.92
SEC0001271,Government Bond,INR,3560.23,291095491.93,0.36
SEC0001272,ETF,EUR,793.02,140651993.23,8.55
SEC0001273,ETF,INR,3191.73,33455215.05,13.5
SEC0001274,ETF,GBP,8548.95,34751040.31,3.11
SEC0001275,Corporate Bond,INR,180.85,187276621.22,11.72
SEC0001276,Corporate Bond,EUR,5566.79,347213404.13,13.37
SEC0001277,Government Bond,EUR,6073.47,273557332.39,10.39
SEC0001278,Equity,EUR,3043.48,195752688.69,7.04
SEC0001279,Corporate Bond,INR,4078.46,122047448.04,6.71
SEC0001280,ETF,GBP,9914.06,366841854.81,2.95
SEC0001281,Equity,USD,3528.18,130150476.9,10.86
SEC0001282,Money Market,INR,9030.01,488749684.56,6.06
SEC0001283,Government Bond,USD,4769.84,217557460.33,8.38
SEC0001284,Equity,EUR,2986.74,213231870.41,9.87
SEC0001285,Money Market,GBP,1576.98,445607085.36,2.55
SEC0001286,Corporate Bond,EUR,440.61,45245761.11,9.52
SEC0001287,Corporate Bond,USD,2099.04,213097714.72,1.76
SEC0001288,Money Market,USD,7602.21,43953838.68,0.74
SEC0001289,Equity,EUR,4616.23,238474071.2,11.79
SEC0001290,Government Bond,INR,6129.82,119841745.29,12.79
SEC0001291,Government Bond,INR,907.44,376727691.11,6.23
SEC0001292,ETF,INR,4181.0,287827862.58,13.69
SEC0001293,ETF,INR,4466.35,155834786.49,13.56
SEC0001294,Money Market,USD,9300.0,271780027.95,5.93
SEC0001295,Government Bond,INR,8749.98,492887376.14,9.62
SEC0001296,Corporate Bond,USD,4201.67,397628416.58,2.61
SEC0001297,ETF,EUR,7884.74,173800705.99,1.45
SEC0001298,Government Bond,GBP,9534.03,43738783.94,1.41
SEC0001299,ETF,GBP,981.72,288406065.77,14.49
SEC0001300,Corporate Bond,GBP,2461.72,270171353.06,6.3
SEC0001301,Government Bond,USD,9875.92,182896820.98,7.08
SEC0001302,Equity,INR,5596.62,296007861.9,6.21
SEC0001303,Money Market,GBP,7680.27,291295841.83,2.5
SEC0001304,ETF,GBP,6267.59,313550464.68,11.53
SEC0001305,Money Market,GBP,4537.38,474659372.0,9.16
SEC0001306,Equity,GBP,1350.72,147235381.12,10.18
SEC0001307,Equity,GBP,9533.28,103840030.32,5.84
SEC0001308,Corporate Bond,GBP,4937.19,94165127.9,6.53
SEC0001309,ETF,USD,2428.19,494462851.08,1.28
SEC0001310,Money Market,USD,7321.13,440600833.8,2.97
SEC0001311,Corporate Bond,EUR,934.12,180619552.61,12.4
SEC0001312,Equity,GBP,3922.39,170193934.51,13.49
SEC0001313,Equity,USD,5530.28,206517089.67,3.94
SEC0001314,Corporate Bond,GBP,3794.2,158685741.36,1.58
SEC0001315,Equity,EUR,3104.66,393585222.14,1.04
SEC0001316,Money Market,INR,4175.35,272467707.24,9.88
SEC0001317,Equity,EUR,8446.09,336219285.66,14.55
SEC0001318,Government Bond,EUR,4982.63,483231844.79,9.33
SEC0001319,Money Market,INR,8091.01,200696425.82,1.09
SEC0001320,Equity,GBP,507.5,214213891.05,9.7
SEC0001321,ETF,GBP,8113.89,137888286.79,3.27
SEC0001322,ETF,GBP,4954.5,456753773.33,6.97
SEC0001323,Money Market,GBP,9209.59,404677122.53,10.75
SEC0001324,Corporate Bond,USD,2357.67,254153649.39,4.76
SEC0001325,Equity,INR,925.94,131642074.99,6.5
SEC0001326,Government Bond,EUR,6259.12,373369875.28,7.26
SEC0001327,Government Bond,USD,935.24,271330223.74,14.09
SEC0001328,Equity,USD,588.68,182853891.04,14.89
SEC0001329,Government Bond,INR,5199.7,362919703.38,10.67
SEC0001330,Corporate Bond,USD,9692.44,365120761.93,9.93
SEC0001331,Equity,INR,4818.37,169244122.7,13.48
SEC0001332,ETF,INR,4502.19,180277065.63,8.25
SEC0001333,Government Bond,USD,2347.35,295590563.42,12.03
SEC0001334,Government Bond,EUR,7327.62,435866783.56,7.08
SEC0001335,Corporate Bond,EUR,4054.29,278485565.33,13.97
SEC0001336,Money Market,GBP,2410.34,477702553.64,0.78
SEC0001337,Government Bond,GBP,140.78,455692243.04,4.33
SEC0001338,Corporate Bond,USD,8766.69,111467339.07,7.86
SEC0001339,Equity,GBP,7876.0,215203845.99,1.7
SEC0001340,Government Bond,EUR,5554.39,292673309.7,11.78
SEC0001341,Money Market,GBP,5791.86,280552567.55,8.43
SEC0001342,ETF,USD,1234.12,293802625.14,3.99
SEC0001343,Money Market,GBP,4589.13,414907666.01,9.88
SEC0001344,Equity,GBP,132.28,143742049.91,5.15
SEC0001345,Money Market,USD,768.66,105831296.66,8.6
SEC0001346,Corporate Bond,USD,8595.47,173622146.85,7.42
SEC0001347,Equity,INR,2088.75,174772897.36,12.36
SEC0001348,Corporate Bond,INR,3711.11,373396533.86,12.22
SEC0001349,Corporate Bond,INR,9805.26,285078985.53,4.48
SEC0001350,Equity,INR,8147.55,142541627.9,13.95
SEC0001351,ETF,INR,8705.18,254358657.68,9.6
SEC0001352,Equity,EUR,9629.73,68734884.26,0.23
SEC0001353,Government Bond,GBP,3666.79,384738700.34,2.11
SEC0001354,ETF,INR,6085.69,267177412.25,1.47
SEC0001355,ETF,USD,3087.67,404348876.28,5.51
SEC0001356,Equity,GBP,1418.93,238824635.92,5.24
SEC0001357,ETF,EUR,2743.17,224878835.79,9.83
SEC0001358,Equity,EUR,7505.33,231739225.78,3.2
SEC0001359,Money Market,GBP,2822.07,496760294.08,2.2
SEC0001360,ETF,USD,4331.27,61755287.72,9.04
SEC0001361,Money Market,GBP,5460.35,226621709.86,5.78
SEC0001362,Equity,USD,7868.69,377078152.42,14.89
SEC0001363,Money Market,EUR,2783.27,60950949.5,0.54
