customer_id,segment,country,risk_band,age
CUST005046,Private Banking,India,Low,42
CUST005047,Private Banking,Singapore,Very High,76
CUST005048,Corporate,USA,Low,74
CUST005049,SME,India,Very High,56
CUST005050,Retail,UAE,High,18
CUST005051,Private Banking,India,High,46
CUST005052,Retail,UK,Low,24
CUST005053,Retail,Singapore,High,18
CUST005054,SME,Singapore,Low,44
CUST005055,Retail,India,High,66
CUST005056,Retail,Singapore,Very High,28
CUST005057,Private Banking,USA,Medium,58
CUST005058,SME,India,Medium,21
CUST005059,Private Banking,India,High,65
CUST005060,Corporate,Singapore,High,20
CUST005061,Private Banking,USA,Very High,66
CUST005062,Private Banking,USA,Very High,50
CUST005063,Corporate,Singapore,Low,77
CUST005064,Retail,India,High,23
CUST005065,Corporate,UK,Medium,34
CUST005066,Private Banking,India,Very High,32
CUST005067,Private Banking,Singapore,Medium,63
CUST005068,Private Banking,India,High,55
CUST005069,Corporate,Singapore,High,65
CUST005070,Corporate,UAE,High,60
CUST005071,Private Banking,UAE,Medium,75
CUST005072,Private Banking,USA,Medium,55
CUST005073,SME,India,High,38
CUST005074,Private Banking,UAE,Very High,60
CUST005075,SME,UAE,Very High,45
CUST005076,Retail,UAE,High,64
CUST005077,Retail,India,High,55
CUST005078,SME,USA,High,64
CUST005079,Retail,UK,Low,67
CUST005080,Corporate,Singapore,Low,80
CUST005081,SME,UK,Very High,65
CUST005082,Retail,Singapore,High,67
CUST005083,Private Banking,USA,Very High,45
CUST005084,Retail,USA,Very High,31
CUST005085,Corporate,UK,Very High,76
CUST005086,Private Banking,India,Very High,38
CUST005087,Retail,Singapore,Low,21
CUST005088,Retail,USA,High,26
CUST005089,Private Banking,Singapore,Medium,42
CUST005090,Corporate,UK,Low,51
CUST005091,Retail,Singapore,High,40
CUST005092,Corporate,India,High,80
CUST005093,SME,UK,Very High,41
CUST005094,SME,UK,Medium,69
CUST005095,Corporate,Singapore,Very High,67
CUST005096,Private Banking,USA,High,20
CUST005097,Private Banking,UAE,High,67
CUST005098,Corporate,UAE,Medium,49
CUST005099,Corporate,USA,High,64
CUST005100,SME,UK,Low,28
CUST005101,SME,UK,High,44
CUST005102,Private Banking,USA,Low,23
CUST005103,Private Banking,UK,Medium,72
CUST005104,SME,UAE,Medium,57
CUST005105,Corporate,USA,Very High,38
CUST005106,SME,Singapore,Very High,49
CUST005107,Corporate,USA,Low,27
CUST005108,Retail,Singapore,High,35
CUST005109,Retail,UAE,Low,21
CUST005110,Corporate,India,High,54
CUST005111,Retail,Singapore,High,27
CUST005112,Private Banking,USA,High,48
CUST005113,Corporate,Singapore,High,22
CUST005114,SME,USA,Very High,42
CUST005115,SME,UK,Medium,57
CUST005116,Corporate,UAE,Low,37
CUST005117,SME,UAE,Medium,19
CUST005118,Corporate,India,High,27
CUST005119,Retail,UAE,Medium,31
CUST005120,Corporate,UAE,Low,22
CUST005121,Private Banking,USA,Very High,30
CUST005122,Private Banking,Singapore,Medium,59
CUST005123,Private Banking,UK,Medium,60
CUST005124,SME,USA,Low,36
CUST005125,Retail,USA,Low,48
CUST005126,Retail,UAE,Low,33
CUST005127,SME,Singapore,Low,50
CUST005128,Corporate,UK,High,23
CUST005129,Corporate,Singapore,Very High,59
CUST005130,Private Banking,India,Medium,61
CUST005131,Retail,USA,Medium,23
CUST005132,SME,UAE,Low,64
CUST005133,SME,India,Low,55
CUST005134,SME,UAE,Very High,64
CUST005135,Private Banking,UAE,Very High,68
CUST005136,Private Banking,UAE,Medium,72
CUST005137,Private Banking,UK,Very High,42
CUST005138,Corporate,UK,High,37
CUST005139,Corporate,USA,Low,31
CUST005140,Corporate,USA,Low,57
CUST005141,Corporate,UK,Medium,40
CUST005142,Retail,India,Low,26
CUST005143,Private Banking,USA,Medium,54
CUST005144,Corporate,UK,Medium,33
CUST005145,Retail,USA,Medium,30
CUST005146,SME,Singapore,Low,31
CUST005147,Corporate,India,High,80
CUST005148,Corporate,UK,Low,47
CUST005149,Retail,Singapore,Very High,34
CUST005150,Retail,UAE,Medium,69
CUST005151,Private Banking,India,Very High,46
CUST005152,Corporate,India,High,58
CUST005153,Retail,UK,High,70
CUST005154,Private Banking,UAE,Medium,24
CUST005155,Private Banking,UK,Medium,65
CUST005156,Corporate,Singapore,Very High,62
CUST005157,Private Banking,Singapore,Low,29
CUST005158,Corporate,India,Very High,54
CUST005159,Corporate,UAE,Medium,40
CUST005160,SME,India,Medium,32
CUST005161,Corporate,USA,Medium,47
CUST005162,Private Banking,India,Medium,41
CUST005163,SME,USA,High,51
CUST005164,Retail,USA,High,71
CUST005165,Corporate,India,Very High,61
CUST005166,Corporate,USA,Low,65
CUST005167,Corporate,UK,Very High,60
CUST005168,Corporate,UK,Very High,34
CUST005169,Corporate,Singapore,Medium,70
CUST005170,Retail,India,High,22
CUST005171,Corporate,Singapore,High,73
CUST005172,SME,USA,Very High,49
CUST005173,Corporate,UK,High,49
CUST005174,Retail,India,Very High,66
CUST005175,Private Banking,USA,High,66
CUST005176,Retail,India,High,42
CUST005177,Private Banking,India,Medium,45
CUST005178,Private Banking,Singapore,High,75
CUST005179,Retail,Singapore,Low,21
CUST005180,Corporate,India,Very High,48
CUST005181,Retail,UAE,Medium,35
CUST005182,Private Banking,India,Medium,24
CUST005183,Private Banking,India,Medium,60
CUST005184,Corporate,India,Very High,55
CUST005185,SME,India,Very High,74
CUST005186,Corporate,UK,Very High,38
CUST005187,SME,UAE,High,36
CUST005188,SME,USA,Medium,73
CUST005189,SME,USA,Very High,49
CUST005190,Corporate,India,High,61
CUST005191,Retail,UAE,Very High,51
CUST005192,Retail,UK,High,65
CUST005193,Private Banking,India,High,41
CUST005194,Private Banking,UAE,Low,73
CUST005195,Private Banking,UAE,High,80
CUST005196,Retail,USA,Medium,44
CUST005197,SME,UAE,High,44
CUST005198,Retail,UK,High,38
CUST005199,Retail,UAE,Low,73
CUST005200,Retail,Singapore,Medium,55
CUST005201,Corporate,UAE,Medium,29
CUST005202,SME,UK,High,77
CUST005203,Retail,USA,Medium,41
CUST005204,Private Banking,USA,Very High,22
CUST005205,SME,India,Medium,59
CUST005206,Private Banking,USA,Very High,72
CUST005207,Corporate,USA,Very High,55
CUST005208,Private Banking,USA,High,51
CUST005209,Private Banking,USA,Very High,65
CUST005210,SME,India,Very High,77
CUST005211,SME,India,High,28
CUST005212,Private Banking,India,High,63
CUST005213,SME,UAE,Medium,29
CUST005214,Corporate,USA,Low,45
CUST005215,Corporate,Singapore,Medium,18
CUST005216,Retail,Singapore,Very High,36
CUST005217,Private Banking,USA,Low,25
CUST005218,Private Banking,UAE,Medium,80
CUST005219,Retail,USA,Low,54
CUST005220,Private Banking,Singapore,Very High,61
CUST005221,Retail,USA,High,60
CUST005222,Corporate,Singapore,Very High,18
CUST005223,Private Banking,Singapore,Medium,30
CUST005224,Retail,UAE,Medium,40
CUST005225,Private Banking,UAE,Medium,59
CUST005226,Corporate,UAE,Very High,41
CUST005227,Private Banking,USA,High,28
CUST005228,Corporate,India,Low,69
CUST005229,Corporate,India,Low,31
CUST005230,SME,UAE,Medium,19
CUST005231,SME,Singapore,High,67
CUST005232,SME,UAE,High,73
CUST005233,Private Banking,Singapore,High,26
CUST005234,SME,UK,Very High,23
CUST005235,Retail,USA,Medium,18
CUST005236,SME,USA,Low,61
CUST005237,Private Banking,USA,High,50
CUST005238,Private Banking,Singapore,Low,53
CUST005239,Corporate,Singapore,Low,63
CUST005240,Retail,India,Medium,50
CUST005241,Retail,UAE,Very High,68
CUST005242,Retail,Singapore,Very High,45
CUST005243,Private Banking,UAE,Medium,43
CUST005244,Corporate,UAE,Medium,50
CUST005245,Retail,Singapore,Medium,44
CUST005246,Corporate,USA,High,39
CUST005247,Retail,Singapore,Medium,80
CUST005248,Private Banking,USA,Low,63
CUST005249,SME,USA,High,19
CUST005250,SME,UAE,High,31
CUST005251,Corporate,Singapore,Low,60
CUST005252,SME,Singapore,High,65
CUST005253,Corporate,Singapore,Very High,78
CUST005254,Corporate,UAE,Very High,71
CUST005255,Retail,USA,High,21
CUST005256,SME,India,High,43
CUST005257,Private Banking,USA,Low,47
CUST005258,Retail,Singapore,Very High,39
CUST005259,SME,UK,High,68
CUST005260,Retail,USA,High,28
CUST005261,SME,USA,Medium,76
CUST005262,Retail,India,High,25
CUST005263,Corporate,USA,Very High,46
CUST005264,Private Banking,UAE,High,54
CUST005265,Retail,Singapore,Very High,64
CUST005266,Retail,UAE,High,46
CUST005267,Private Banking,UK,Medium,50
CUST005268,SME,Singapore,Very High,24
CUST005269,Corporate,UK,Low,74
CUST005270,SME,USA,High,53
CUST005271,Corporate,USA,High,30
CUST005272,Corporate,UK,Very High,48
CUST005273,Private Banking,UAE,Low,64
CUST005274,SME,USA,Very High,39
CUST005275,Corporate,India,Low,63
CUST005276,Retail,UK,High,64
CUST005277,Private Banking,UAE,Medium,27
CUST005278,SME,USA,High,79
CUST005279,SME,UAE,Low,77
CUST005280,Retail,USA,High,23
CUST005281,SME,UAE,Low,44
CUST005282,Private Banking,India,High,60
CUST005283,SME,UAE,Low,63
CUST005284,Private Banking,USA,Low,77
CUST005285,Private Banking,Singapore,Low,60
CUST005286,SME,India,Medium,77
CUST005287,SME,USA,Low,78
CUST005288,Retail,Singapore,Low,66
CUST005289,Private Banking,UAE,Very High,45
CUST005290,SME,UAE,Medium,78
CUST005291,Retail,Singapore,Very High,32
CUST005292,Corporate,UK,Medium,75
CUST005293,Private Banking,UK,Very High,48
CUST005294,Retail,UAE,Low,55
CUST005295,Retail,UK,Very High,60
CUST005296,Corporate,UAE,High,71
CUST005297,SME,USA,Very High,49
CUST005298,Private Banking,India,High,34
CUST005299,Private Banking,UAE,Medium,56
CUST005300,SME,India,Very High,34
CUST005301,Retail,USA,High,35
CUST005302,Private Banking,USA,Very High,65
CUST005303,SME,India,High,51
CUST005304,Private Banking,USA,Low,21
CUST005305,SME,UK,Medium,80
CUST005306,Retail,Singapore,Medium,45
CUST005307,Private Banking,Singapore,High,35
CUST005308,Private Banking,USA,Low,61
CUST005309,Retail,USA,High,51
CUST005310,Retail,UK,Low,72
CUST005311,Retail,UK,Very High,25
CUST005312,Corporate,USA,Very High,67
CUST005313,Retail,India,Low,22
CUST005314,Retail,India,Very High,31
CUST005315,Corporate,UK,Very High,46
CUST005316,SME,UK,Very High,36
CUST005317,SME,UAE,Medium,70
CUST005318,Retail,USA,High,24
CUST005319,SME,India,High,78
CUST005320,Private Banking,UAE,Low,51
CUST005321,SME,Singapore,Low,30
CUST005322,Retail,UK,High,26
CUST005323,Corporate,Singapore,High,58
CUST005324,Retail,India,Low,79
CUST005325,Retail,Singapore,High,56
CUST005326,Corporate,India,High,28
CUST005327,Corporate,India,Medium,38
CUST005328,Private Banking,USA,Low,64
CUST005329,SME,Singapore,Medium,53
CUST005330,Private Banking,UAE,Very High,42
CUST005331,Private Banking,India,Very High,71
CUST005332,SME,USA,High,75
CUST005333,Retail,Singapore,High,19
CUST005334,SME,USA,Very High,53
CUST005335,SME,USA,Very High,36
CUST005336,Corporate,Singapore,Low,51
CUST005337,Retail,USA,Medium,44
CUST005338,SME,Singapore,Medium,58
CUST005339,Private Banking,India,Medium,42
CUST005340,Private Banking,Singapore,Medium,74
CUST005341,Retail,UAE,Low,40
CUST005342,Corporate,USA,Low,53
CUST005343,Corporate,India,Medium,32
CUST005344,Retail,India,Very High,50
CUST005345,Private Banking,India,High,46
CUST005346,Private Banking,UAE,Very High,49
CUST005347,Retail,USA,Medium,63
CUST005348,SME,India,Medium,21
CUST005349,SME,USA,Very High,38
CUST005350,Private Banking,UK,Low,40
CUST005351,SME,Singapore,Low,31
CUST005352,Private Banking,India,Very High,46
CUST005353,Private Banking,USA,Very High,25
CUST005354,SME,UK,Very High,60
CUST005355,SME,UAE,High,39
CUST005356,Private Banking,India,Medium,77
CUST005357,Private Banking,UK,Very High,48
CUST005358,Corporate,UK,Low,62
CUST005359,Corporate,UK,Medium,46
CUST005360,Corporate,Singapore,High,46
CUST005361,Corporate,UK,Medium,80
CUST005362,Corporate,Singapore,Very High,59
CUST005363,Retail,India,High,78
CUST005364,Retail,India,Low,38
CUST005365,Private Banking,UAE,Medium,68
CUST005366,SME,USA,High,22
CUST005367,Corporate,UAE,Very High,36
CUST005368,Private Banking,UAE,Low,59
CUST005369,Corporate,India,Very High,66
CUST005370,Retail,USA,Medium,50
CUST005371,SME,India,Medium,34
CUST005372,Private Banking,UK,Low,29
CUST005373,Private Banking,UK,Very High,21
CUST005374,SME,UK,High,42
CUST005375,SME,Singapore,Medium,67
CUST005376,SME,Singapore,High,57
CUST005377,Corporate,Singapore,High,67
CUST005378,Corporate,UAE,Low,39
CUST005379,Retail,UK,High,64
CUST005380,Private Banking,USA,Medium,43
CUST005381,SME,USA,Low,70
CUST005382,SME,Singapore,High,61
CUST005383,SME,UAE,Low,42
CUST005384,Retail,USA,Very High,67
CUST005385,SME,USA,Very High,55
CUST005386,Private Banking,UK,Very High,44
CUST005387,SME,Singapore,Very High,19
CUST005388,SME,USA,High,59
CUST005389,Corporate,UAE,Very High,66
CUST005390,SME,UAE,Low,54
CUST005391,SME,India,Medium,29
CUST005392,Corporate,India,Medium,77
CUST005393,SME,Singapore,Low,73
CUST005394,Private Banking,Singapore,High,33
CUST005395,Corporate,India,High,35
CUST005396,Corporate,UK,High,22
CUST005397,SME,UK,Medium,23
CUST005398,Corporate,India,Low,74
CUST005399,SME,UK,Very High,32
CUST005400,Retail,Singapore,Medium,50
CUST005401,SME,UAE,Very High,30
CUST005402,Corporate,UK,Low,37
CUST005403,Private Banking,USA,Very High,41
CUST005404,Private Banking,India,Very High,71
CUST005405,Private Banking,Singapore,Low,30
CUST005406,SME,UK,Low,51
CUST005407,Private Banking,Singapore,Very High,76
CUST005408,Corporate,UAE,High,79
CUST005409,SME,UK,Very High,42
CUST005410,Retail,USA,Medium,31
CUST005411,Retail,USA,Medium,72
CUST005412,Corporate,USA,Very High,29
CUST005413,Corporate,UAE,Very High,77
CUST005414,SME,UAE,Medium,22
CUST005415,Private Banking,Singapore,Medium,19
CUST005416,Corporate,UAE,Low,24
CUST005417,Private Banking,Singapore,Very High,79
CUST005418,SME,USA,Low,33
CUST005419,SME,UAE,High,56
CUST005420,Retail,USA,High,68
CUST005421,Private Banking,UK,Low,58
CUST005422,Retail,UAE,Medium,34
CUST005423,SME,India,Medium,78
CUST005424,Retail,India,Low,42
CUST005425,Private Banking,Singapore,Very High,45
CUST005426,SME,Singapore,High,41
CUST005427,Corporate,UK,Low,36
CUST005428,Retail,USA,High,47
CUST005429,Private Banking,Singapore,Medium,75
CUST005430,Corporate,India,Low,58
CUST005431,Retail,USA,High,51
CUST005432,Private Banking,India,Low,42
CUST005433,Private Banking,India,Low,29
CUST005434,Private Banking,India,High,44
CUST005435,Retail,India,Very High,34
CUST005436,Corporate,Singapore,Low,76
CUST005437,Private Banking,Singapore,High,35
CUST005438,Retail,India,Very High,42
CUST005439,Private Banking,USA,High,38
CUST005440,Private Banking,Singapore,Medium,76
CUST005441,Retail,UAE,High,21
CUST005442,SME,UK,Medium,75
CUST005443,SME,USA,Medium,40
CUST005444,Corporate,UK,Low,47
CUST005445,Retail,India,Low,61
CUST005446,Private Banking,Singapore,High,19
CUST005447,SME,Singapore,Low,40
CUST005448,Retail,UAE,Very High,46
CUST005449,Retail,UK,High,32
CUST005450,SME,Singapore,Low,49
CUST005451,Retail,UK,Very High,54
CUST005452,Corporate,UK,High,65
CUST005453,Retail,Singapore,Medium,36
CUST005454,SME,Singapore,Low,70
CUST005455,SME,USA,Low,40
CUST005456,SME,India,High,26
CUST005457,Retail,UAE,Very High,53
CUST005458,Retail,India,Medium,44
CUST005459,Private Banking,Singapore,High,79
CUST005460,Retail,UK,Low,48
CUST005461,SME,Singapore,High,65
CUST005462,Retail,Singapore,High,33
CUST005463,Retail,Singapore,Medium,41
CUST005464,Retail,Singapore,Very High,34
CUST005465,Private Banking,Singapore,Medium,53
CUST005466,SME,USA,High,36
CUST005467,Retail,Singapore,Very High,59
CUST005468,Private Banking,UK,High,31
CUST005469,Corporate,Singapore,High,65
CUST005470,Retail,Singapore,Medium,19
CUST005471,Private Banking,UK,Low,36
CUST005472,Private Banking,Singapore,Medium,55
CUST005473,Retail,USA,High,69
CUST005474,Retail,UK,Low,66
CUST005475,Corporate,USA,Very High,60
CUST005476,Retail,UK,Low,71
CUST005477,Corporate,India,Medium,76
CUST005478,SME,UAE,Very High,28
CUST005479,Retail,India,Low,48
CUST005480,Corporate,UK,High,48
CUST005481,SME,USA,Low,62
CUST005482,Retail,UAE,Low,49
CUST005483,Corporate,India,Low,30
CUST005484,Corporate,UK,Very High,51
CUST005485,Corporate,USA,Very High,39
CUST005486,Private Banking,Singapore,Very High,36
CUST005487,Corporate,USA,Very High,43
CUST005488,Private Banking,India,Very High,26
CUST005489,SME,UAE,Very High,64
CUST005490,Retail,UK,Very High,34
CUST005491,Retail,Singapore,Low,53
CUST005492,Retail,USA,Low,30
CUST005493,Private Banking,USA,Medium,50
CUST005494,SME,UK,Medium,68
CUST005495,Corporate,India,High,31
CUST005496,SME,UK,Low,43
CUST005497,Retail,Singapore,Very High,56
CUST005498,Corporate,UAE,Very High,41
CUST005499,SME,UAE,Very High,53
CUST005500,Corporate,USA,Low,31
CUST005501,Retail,UAE,Medium,43
CUST005502,Private Banking,USA,Low,47
CUST005503,Corporate,Singapore,High,71
CUST005504,Retail,Singapore,High,33
CUST005505,Private Banking,UAE,High,28
CUST005506,SME,USA,Medium,18
CUST005507,SME,USA,High,33
CUST005508,Corporate,Singapore,Very High,20
CUST005509,Corporate,Singapore,Medium,56
CUST005510,Private Banking,Singapore,High,63
CUST005511,Retail,India,Low,34
CUST005512,Private Banking,UK,Very High,80
CUST005513,Corporate,UK,Very High,30
CUST005514,Private Banking,UAE,Low,35
CUST005515,Retail,USA,Very High,47
CUST005516,Retail,USA,High,41
CUST005517,Private Banking,UK,Very High,78
CUST005518,Private Banking,Singapore,Very High,24
CUST005519,Retail,Singapore,High,19
CUST005520,Corporate,UAE,Medium,76
CUST005521,Private Banking,USA,Low,77
CUST005522,Retail,USA,Low,36
CUST005523,Retail,UAE,High,45
CUST005524,Corporate,Singapore,Low,48
CUST005525,SME,India,Very High,60
CUST005526,Private Banking,India,Very High,78
CUST005527,Retail,UAE,High,50
CUST005528,Private Banking,Singapore,Medium,44
CUST005529,SME,UK,Low,25
CUST005530,Retail,UK,High,46
CUST005531,Private Banking,UAE,Low,78
CUST005532,SME,UAE,High,69
CUST005533,Private Banking,Singapore,Low,53
CUST005534,SME,USA,Low,28
CUST005535,Private Banking,USA,High,76
CUST005536,SME,UK,Low,57
CUST005537,Private Banking,India,High,24
CUST005538,Corporate,USA,High,74
CUST005539,Corporate,Singapore,Very High,63
CUST005540,SME,India,High,31
CUST005541,Private Banking,UAE,Medium,25
CUST005542,Corporate,UK,Very High,80
CUST005543,Private Banking,India,Very High,70
CUST005544,Retail,UAE,High,34
CUST005545,Retail,UK,High,18
CUST005546,Retail,India,High,20
CUST005547,Private Banking,UK,Very High,20
CUST005548,SME,Singapore,Low,21
CUST005549,Private Banking,UK,Low,46
CUST005550,Private Banking,Singapore,Very High,51
CUST005551,SME,Singapore,High,65
CUST005552,Corporate,Singapore,Very High,77
CUST005553,SME,UK,High,55
CUST005554,Private Banking,USA,Medium,75
CUST005555,Corporate,India,Very High,62
CUST005556,SME,UAE,Very High,58
CUST005557,Corporate,UK,Very High,64
CUST005558,Corporate,USA,Very High,71
CUST005559,SME,UAE,Low,76
CUST005560,Retail,UK,Medium,80
CUST005561,SME,UK,Low,68
CUST005562,Private Banking,UAE,Very High,25
CUST005563,Corporate,Singapore,Very High,18
CUST005564,Retail,UAE,High,77
CUST005565,SME,India,High,21
CUST005566,SME,UK,Very High,79
CUST005567,Retail,India,High,25
CUST005568,SME,India,Very High,61
CUST005569,Private Banking,UAE,Very High,40
CUST005570,SME,UAE,Low,46
CUST005571,Retail,Singapore,Very High,54
CUST005572,Private Banking,India,Very High,45
CUST005573,SME,UK,Low,44
CUST005574,Corporate,Singapore,Very High,28
CUST005575,Retail,UK,Medium,50
CUST005576,Retail,UAE,Very High,47
CUST005577,Private Banking,Singapore,Medium,72
CUST005578,Private Banking,India,Medium,65
CUST005579,Corporate,UK,Medium,78
CUST005580,Retail,UAE,Medium,54
CUST005581,Retail,UK,High,44
CUST005582,Corporate,UAE,Medium,39
CUST005583,Private Banking,India,High,42
CUST005584,Private Banking,USA,Medium,80
CUST005585,Retail,Singapore,Very High,57
CUST005586,Retail,UAE,Low,38
CUST005587,Corporate,India,Medium,43
CUST005588,Retail,Singapore,High,19
CUST005589,Private Banking,Singapore,Low,73
CUST005590,SME,Singapore,Low,70
CUST005591,Private Banking,UAE,Very High,45
CUST005592,Private Banking,UK,High,59
CUST005593,Retail,UK,Medium,65
CUST005594,SME,UK,Medium,58
CUST005595,Retail,UAE,High,32
CUST005596,Corporate,Singapore,Medium,78
CUST005597,Private Banking,India,Very High,53
CUST005598,Retail,UK,Low,33
CUST005599,Retail,UK,Very High,32
CUST005600,SME,India,Medium,42
CUST005601,Private Banking,USA,Very High,36
CUST005602,Corporate,UK,High,26
CUST005603,Private Banking,India,High,25
CUST005604,Retail,UAE,Low,65
CUST005605,Corporate,UK,Very High,18
CUST005606,Corporate,Singapore,High,20
CUST005607,Private Banking,USA,Very High,74
CUST005608,Corporate,UK,Low,26
CUST005609,SME,UK,Very High,59
CUST005610,SME,UK,Very High,56
CUST005611,SME,UAE,Medium,38
CUST005612,Private Banking,India,Low,42
CUST005613,SME,UK,High,22
CUST005614,Corporate,India,Very High,69
CUST005615,Private Banking,UK,Low,73
CUST005616,SME,UAE,High,55
CUST005617,Corporate,Singapore,Low,71
CUST005618,SME,UAE,Medium,35
CUST005619,Corporate,UK,Low,60
CUST005620,Retail,USA,Very High,45
CUST005621,SME,India,Medium,78
CUST005622,Corporate,UAE,Low,43
CUST005623,Corporate,UAE,Low,38
CUST005624,SME,UAE,High,33
CUST005625,SME,Singapore,Medium,72
CUST005626,Corporate,UAE,Low,65
CUST005627,Retail,India,Low,35
CUST005628,Retail,Singapore,Very High,22
CUST005629,Corporate,India,High,33
CUST005630,Private Banking,UK,Low,69
CUST005631,SME,UAE,Low,49
CUST005632,SME,India,Low,51
CUST005633,Retail,UK,Low,39
CUST005634,Retail,USA,Low,35
CUST005635,Retail,Singapore,Medium,36
CUST005636,Retail,UK,Low,53
CUST005637,Retail,India,High,42
CUST005638,SME,UK,Very High,69
CUST005639,Retail,Singapore,Low,67
CUST005640,SME,India,Low,44
CUST005641,Private Banking,USA,High,44
CUST005642,Retail,Singapore,Low,28
CUST005643,Corporate,UAE,Very High,71
CUST005644,Private Banking,UK,Medium,50
CUST005645,Retail,Singapore,High,54
CUST005646,SME,UAE,Medium,21
CUST005647,Private Banking,UK,High,55
CUST005648,Corporate,USA,Low,72
CUST005649,SME,UAE,Low,73
CUST005650,SME,India,Medium,32
CUST005651,Retail,UK,Very High,41
CUST005652,Private Banking,UK,Very High,63
CUST005653,Retail,UAE,Very High,40
CUST005654,Private Banking,USA,Low,31
CUST005655,Retail,UK,High,72
CUST005656,Retail,UK,Medium,77
CUST005657,Private Banking,UK,Low,43
CUST005658,Corporate,UK,Low,51
CUST005659,Private Banking,Singapore,High,30
CUST005660,SME,Singapore,Medium,19
CUST005661,Private Banking,Singapore,High,75
CUST005662,Private Banking,UAE,High,24
CUST005663,SME,UAE,Low,75
CUST005664,SME,USA,High,70
CUST005665,Corporate,UAE,High,38
CUST005666,Private Banking,India,Low,62
CUST005667,Corporate,USA,Medium,54
CUST005668,SME,UK,Low,51
CUST005669,SME,UK,High,58
CUST005670,Corporate,Singapore,Very High,50
CUST005671,Corporate,USA,Low,55
CUST005672,SME,India,Very High,57
CUST005673,Private Banking,UK,Very High,57
CUST005674,SME,Singapore,High,60
CUST005675,Private Banking,Singapore,Very High,45
CUST005676,SME,Singapore,Medium,44
CUST005677,SME,India,Medium,48
CUST005678,Corporate,Singapore,High,25
CUST005679,SME,USA,High,79
CUST005680,Corporate,UAE,Low,28
CUST005681,SME,USA,Low,23
CUST005682,Private Banking,UAE,Low,61
CUST005683,Retail,UAE,Medium,54
CUST005684,Corporate,UK,Low,26
CUST005685,Private Banking,USA,High,35
CUST005686,Private Banking,Singapore,High,60
CUST005687,SME,UK,Low,74
CUST005688,Corporate,Singapore,Low,19
CUST005689,SME,Singapore,Medium,65
CUST005690,Retail,USA,Very High,71
CUST005691,Private Banking,UAE,Low,74
CUST005692,Private Banking,UAE,Very High,79
CUST005693,Corporate,UAE,Very High,59
CUST005694,SME,India,Low,23
CUST005695,Retail,UK,Low,53
CUST005696,SME,USA,High,33
CUST005697,Private Banking,USA,Medium,43
CUST005698,Retail,India,Very High,48
CUST005699,Private Banking,USA,High,59
CUST005700,SME,Singapore,High,27
CUST005701,SME,UK,Medium,55
CUST005702,SME,USA,Medium,26
CUST005703,Corporate,Singapore,High,74
CUST005704,Private Banking,UAE,Very High,67
CUST005705,SME,UAE,Very High,34
CUST005706,Corporate,UAE,High,21
CUST005707,SME,India,High,29
CUST005708,Retail,India,High,51
CUST005709,Corporate,UAE,Low,32
CUST005710,Private Banking,Singapore,Medium,55
CUST005711,Private Banking,USA,Very High,52
CUST005712,Corporate,Singapore,Low,66
CUST005713,Corporate,UAE,High,75
CUST005714,SME,UK,High,46
CUST005715,Private Banking,India,Very High,54
CUST005716,SME,USA,Medium,51
CUST005717,Corporate,Singapore,Medium,59
CUST005718,Retail,Singapore,High,37
CUST005719,Private Banking,India,Very High,63
CUST005720,Private Banking,USA,High,44
CUST005721,Private Banking,UAE,Low,51
CUST005722,Private Banking,Singapore,Very High,65
CUST005723,Retail,Singapore,High,57
CUST005724,Corporate,UK,Medium,63
CUST005725,Retail,India,High,65
CUST005726,Private Banking,Singapore,Medium,78
CUST005727,Corporate,India,Low,57
CUST005728,Corporate,UAE,Medium,49
CUST005729,Private Banking,USA,Very High,26
CUST005730,Private Banking,Singapore,Very High,74
CUST005731,Corporate,UK,Very High,61
CUST005732,Private Banking,USA,Low,63
CUST005733,Private Banking,USA,Medium,69
CUST005734,SME,India,Low,53
CUST005735,Retail,India,Low,24
CUST005736,Corporate,Singapore,Very High,60
CUST005737,Private Banking,USA,Low,43
CUST005738,SME,UK,Low,38
CUST005739,Private Banking,UK,High,24
CUST005740,Corporate,USA,Low,54
CUST005741,Private Banking,UAE,Low,58
CUST005742,Retail,USA,Low,18
CUST005743,Corporate,UK,Very High,75
CUST005744,SME,UK,Medium,60
CUST005745,SME,UAE,High,74
CUST005746,Private Banking,UAE,High,63
CUST005747,SME,USA,High,70
CUST005748,SME,India,High,25
CUST005749,Private Banking,India,Very High,27
CUST005750,Corporate,India,Medium,59
CUST005751,SME,UK,Medium,66
CUST005752,SME,UK,Medium,78
CUST005753,Private Banking,UAE,High,61
CUST005754,Private Banking,UAE,Very High,46
CUST005755,SME,UK,Medium,42
CUST005756,Corporate,USA,Very High,38
CUST005757,Retail,Singapore,Low,18
CUST005758,Corporate,USA,Very High,56
CUST005759,Retail,UK,Low,48
CUST005760,Private Banking,India,Medium,73
CUST005761,Retail,UAE,Low,78
CUST005762,Retail,UAE,High,43
CUST005763,Private Banking,UAE,Very High,71
CUST005764,Corporate,UAE,Medium,68
CUST005765,Retail,UAE,Low,66
CUST005766,SME,UK,Medium,41
CUST005767,Private Banking,UAE,Medium,68
CUST005768,Retail,Singapore,Medium,40
CUST005769,SME,UAE,High,63
CUST005770,SME,UK,High,52
CUST005771,Private Banking,UAE,Very High,31
CUST005772,Corporate,India,Very High,80
CUST005773,Retail,India,Very High,29
CUST005774,SME,USA,High,69
