transaction_id,account_id,date,direction,currency,amount,channel,monitoring_status
TXN00018354,ACC0001582,2026-08-10,CREDIT,AED,1936845.51,CrossBorder,Normal
TXN00018355,ACC0001407,2026-06-20,CREDIT,AED,1798387.01,Domestic,Normal
TXN00018356,ACC0000199,2026-07-06,DEBIT,USD,1889794.23,Branch,Review
TXN00018357,ACC0001820,2026-06-04,DEBIT,USD,569658.21,CrossBorder,Normal
TXN00018358,ACC0001488,2026-03-12,CREDIT,INR,445167.46,Domestic,Alert
TXN00018359,ACC0000040,2026-08-29,DEBIT,INR,1840922.12,Domestic,Review
TXN00018360,ACC0000440,2026-03-28,CREDIT,USD,1269615.66,CrossBorder,Review
TXN00018361,ACC0001282,2026-01-27,DEBIT,AED,992767.14,CrossBorder,Normal
TXN00018362,ACC0001182,2026-06-10,DEBIT,INR,1617870.58,ATM,Normal
TXN00018363,ACC0000287,2026-02-27,DEBIT,GBP,1308272.03,Domestic,Alert
TXN00018364,ACC0000538,2026-02-23,DEBIT,INR,969244.62,CrossBorder,Alert
TXN00018365,ACC0000076,2026-01-04,DEBIT,EUR,109300.35,Online,Normal
TXN00018366,ACC0000969,2026-01-19,DEBIT,INR,1207670.77,Domestic,Alert
TXN00018367,ACC0001620,2026-08-03,CREDIT,USD,64548.28,Branch,Normal
TXN00018368,ACC0001753,2026-08-01,DEBIT,AED,1837603.56,ATM,Normal
TXN00018369,ACC0000054,2026-04-29,CREDIT,USD,990543.04,Domestic,Normal
TXN00018370,ACC0001816,2026-06-19,DEBIT,AED,864712.6,Domestic,Normal
TXN00018371,ACC0001066,2026-02-27,CREDIT,EUR,1386424.84,ATM,Review
TXN00018372,ACC0000082,2026-03-21,CREDIT,USD,1985919.59,Online,Alert
TXN00018373,ACC0000132,2026-01-22,CREDIT,EUR,1390933.35,Domestic,Normal
TXN00018374,ACC0001931,2026-06-21,DEBIT,EUR,545515.12,Branch,Review
TXN00018375,ACC0001245,2026-05-31,DEBIT,USD,510340.2,Branch,Review
TXN00018376,ACC0001902,2026-01-30,CREDIT,GBP,1215835.55,Domestic,Review
TXN00018377,ACC0001950,2026-06-27,DEBIT,AED,1314456.74,Domestic,Normal
TXN00018378,ACC0000839,2026-02-24,DEBIT,INR,1248881.61,Online,Normal
TXN00018379,ACC0000340,2026-05-19,CREDIT,USD,625927.96,ATM,Alert
TXN00018380,ACC0001715,2026-05-29,DEBIT,GBP,808097.57,CrossBorder,Normal
TXN00018381,ACC0001668,2026-05-15,CREDIT,AED,1684103.02,Branch,Review
TXN00018382,ACC0001463,2026-02-06,CREDIT,USD,494275.77,Branch,Normal
TXN00018383,ACC0001003,2026-06-12,DEBIT,GBP,488116.08,CrossBorder,Alert
TXN00018384,ACC0001856,2026-06-25,CREDIT,EUR,1743949.14,Domestic,Normal
TXN00018385,ACC0001918,2026-02-03,CREDIT,AED,363924.62,CrossBorder,Review
TXN00018386,ACC0001341,2026-03-04,DEBIT,USD,1748426.92,Domestic,Alert
TXN00018387,ACC0000870,2026-07-27,DEBIT,EUR,1445061.3,Online,Review
TXN00018388,ACC0001251,2026-01-21,DEBIT,EUR,1131588.97,ATM,Review
TXN00018389,ACC0000331,2026-04-05,DEBIT,INR,1687257.44,Online,Review
TXN00018390,ACC0001823,2026-05-04,CREDIT,EUR,1598474.78,Domestic,Review
TXN00018391,ACC0000840,2026-03-05,CREDIT,EUR,37610.95,Branch,Normal
TXN00018392,ACC0000375,2026-07-30,CREDIT,GBP,15308.2,Branch,Review
TXN00018393,ACC0001916,2026-08-11,CREDIT,USD,1954349.32,ATM,Alert
TXN00018394,ACC0000906,2026-08-19,DEBIT,INR,292488.38,Branch,Normal
TXN00018395,ACC0001087,2026-07-23,CREDIT,GBP,245533.93,Branch,Alert
TXN00018396,ACC0000392,2026-05-21,CREDIT,GBP,1331529.63,Online,Review
TXN00018397,ACC0001974,2026-06-04,DEBIT,AED,121209.0,Branch,Normal
TXN00018398,ACC0001541,2026-03-14,CREDIT,USD,1324392.21,Domestic,Alert
TXN00018399,ACC0001930,2026-01-24,DEBIT,USD,1067921.27,ATM,Alert
TXN00018400,ACC0001624,2026-01-06,CREDIT,GBP,1027582.61,Domestic,Normal
TXN00018401,ACC0001476,2026-08-06,CREDIT,USD,610452.17,Domestic,Alert
TXN00018402,ACC0001892,2026-05-24,CREDIT,GBP,1612384.35,Online,Alert
TXN00018403,ACC0001523,2026-03-28,DEBIT,AED,1962479.73,Online,Alert
TXN00018404,ACC0001457,2026-07-07,CREDIT,INR,1647996.0,Domestic,Normal
TXN00018405,ACC0000689,2026-07-07,DEBIT,EUR,1090156.67,Online,Review
TXN00018406,ACC0000589,2026-07-08,CREDIT,INR,1616286.84,CrossBorder,Alert
TXN00018407,ACC0000449,2026-01-25,CREDIT,INR,647496.79,CrossBorder,Alert
TXN00018408,ACC0000611,2026-03-29,DEBIT,EUR,1111502.02,Domestic,Review
TXN00018409,ACC0000422,2026-06-01,DEBIT,AED,151950.97,ATM,Alert
TXN00018410,ACC0000809,2026-07-29,CREDIT,EUR,295587.57,Domestic,Review
TXN00018411,ACC0001772,2026-03-07,CREDIT,EUR,738503.6,Branch,Normal
TXN00018412,ACC0000644,2026-04-13,CREDIT,AED,817737.05,Online,Review
TXN00018413,ACC0000493,2026-03-14,CREDIT,GBP,1431532.18,CrossBorder,Alert
TXN00018414,ACC0001567,2026-07-30,DEBIT,AED,1092244.31,ATM,Normal
TXN00018415,ACC0000332,2026-05-15,DEBIT,EUR,1922049.19,ATM,Alert
TXN00018416,ACC0001007,2026-02-05,DEBIT,AED,1754662.59,CrossBorder,Review
TXN00018417,ACC0001260,2026-01-27,DEBIT,EUR,421129.37,Domestic,Alert
TXN00018418,ACC0001599,2026-04-15,DEBIT,GBP,66834.43,Branch,Review
TXN00018419,ACC0001205,2026-04-12,DEBIT,EUR,1807112.44,Domestic,Review
TXN00018420,ACC0000551,2026-06-08,DEBIT,USD,791423.74,CrossBorder,Normal
TXN00018421,ACC0001115,2026-04-27,CREDIT,EUR,1796176.06,Branch,Normal
TXN00018422,ACC0000231,2026-08-29,DEBIT,EUR,1178763.47,ATM,Review
TXN00018423,ACC0000681,2026-02-25,CREDIT,AED,1211932.14,CrossBorder,Alert
TXN00018424,ACC0000054,2026-03-10,CREDIT,EUR,888262.17,Branch,Normal
TXN00018425,ACC0000666,2026-04-17,CREDIT,INR,1932056.66,CrossBorder,Review
TXN00018426,ACC0000468,2026-05-28,DEBIT,GBP,648431.33,Branch,Review
TXN00018427,ACC0000555,2026-08-29,CREDIT,AED,1243474.14,ATM,Alert
TXN00018428,ACC0001625,2026-08-07,DEBIT,AED,433388.33,Domestic,Review
TXN00018429,ACC0001702,2026-01-05,CREDIT,EUR,117939.09,Branch,Review
TXN00018430,ACC0001131,2026-08-29,CREDIT,AED,743315.3,Domestic,Alert
TXN00018431,ACC0001602,2026-08-12,DEBIT,INR,724256.88,ATM,Review
TXN00018432,ACC0001916,2026-05-06,DEBIT,USD,960592.9,Online,Normal
TXN00018433,ACC0001782,2026-08-11,CREDIT,USD,986243.92,Domestic,Normal
TXN00018434,ACC0001156,2026-07-02,DEBIT,EUR,1519040.81,CrossBorder,Normal
TXN00018435,ACC0001054,2026-04-12,CREDIT,GBP,652286.56,CrossBorder,Alert
TXN00018436,ACC0000908,2026-01-15,CREDIT,GBP,324548.46,ATM,Review
TXN00018437,ACC0001834,2026-04-29,CREDIT,USD,1565646.53,Branch,Alert
TXN00018438,ACC0001733,2026-02-01,CREDIT,EUR,1469733.93,CrossBorder,Review
TXN00018439,ACC0001458,2026-07-16,CREDIT,USD,1197028.07,Online,Normal
TXN00018440,ACC0000175,2026-02-14,CREDIT,INR,1847911.75,CrossBorder,Review
TXN00018441,ACC0001236,2026-04-08,DEBIT,AED,1792740.22,Domestic,Alert
TXN00018442,ACC0000893,2026-02-21,CREDIT,USD,1051540.66,Online,Review
TXN00018443,ACC0001884,2026-06-04,CREDIT,EUR,959798.88,Branch,Alert
TXN00018444,ACC0001401,2026-05-18,CREDIT,USD,773385.56,ATM,Review
TXN00018445,ACC0000288,2026-06-21,CREDIT,AED,1176645.07,Domestic,Alert
TXN00018446,ACC0000948,2026-03-04,DEBIT,INR,1929146.82,CrossBorder,Normal
TXN00018447,ACC0000828,2026-08-04,CREDIT,EUR,863291.49,Online,Alert
TXN00018448,ACC0000310,2026-02-27,CREDIT,INR,577708.69,ATM,Alert
TXN00018449,ACC0001708,2026-07-22,CREDIT,INR,538239.34,Branch,Review
TXN00018450,ACC0001775,2026-03-06,DEBIT,USD,1469197.79,CrossBorder,Normal
TXN00018451,ACC0000645,2026-03-21,CREDIT,AED,1501195.31,Online,Alert
TXN00018452,ACC0000825,2026-05-14,CREDIT,EUR,979295.18,ATM,Alert
TXN00018453,ACC0001309,2026-02-06,DEBIT,INR,961961.99,Domestic,Normal
TXN00018454,ACC0001089,2026-07-15,CREDIT,GBP,754420.64,ATM,Review
TXN00018455,ACC0000641,2026-02-11,DEBIT,USD,1698360.23,Online,Review
TXN00018456,ACC0001505,2026-05-21,DEBIT,USD,1810937.88,ATM,Normal
TXN00018457,ACC0000659,2026-08-20,CREDIT,AED,1097761.84,ATM,Review
TXN00018458,ACC0001578,2026-05-11,DEBIT,EUR,1273133.93,CrossBorder,Normal
TXN00018459,ACC0000395,2026-07-09,DEBIT,USD,1847762.73,ATM,Alert
TXN00018460,ACC0001193,2026-05-01,DEBIT,INR,1619874.61,Branch,Normal
TXN00018461,ACC0001549,2026-01-26,DEBIT,USD,528542.39,Domestic,Alert
TXN00018462,ACC0000671,2026-05-26,DEBIT,INR,326703.58,Domestic,Alert
TXN00018463,ACC0001650,2026-04-17,DEBIT,GBP,50131.13,Domestic,Normal
TXN00018464,ACC0000764,2026-08-16,DEBIT,GBP,20334.75,ATM,Normal
TXN00018465,ACC0001755,2026-02-16,DEBIT,GBP,972470.12,ATM,Review
TXN00018466,ACC0001329,2026-07-13,DEBIT,USD,1443375.27,Online,Review
TXN00018467,ACC0001688,2026-08-16,DEBIT,EUR,575997.34,Domestic,Review
TXN00018468,ACC0000337,2026-08-06,DEBIT,INR,604906.63,Branch,Review
TXN00018469,ACC0001377,2026-06-28,DEBIT,INR,329071.33,ATM,Normal
TXN00018470,ACC0001784,2026-01-31,DEBIT,EUR,468676.53,ATM,Normal
TXN00018471,ACC0001105,2026-03-31,CREDIT,INR,1225575.33,Domestic,Review
TXN00018472,ACC0000939,2026-01-18,DEBIT,EUR,939050.62,CrossBorder,Alert
TXN00018473,ACC0001645,2026-06-28,CREDIT,AED,786646.06,Branch,Review
TXN00018474,ACC0001719,2026-02-23,DEBIT,EUR,1276999.59,Branch,Alert
TXN00018475,ACC0001517,2026-08-05,CREDIT,AED,142535.84,ATM,Normal
TXN00018476,ACC0001231,2026-03-20,DEBIT,INR,1012372.86,ATM,Alert
TXN00018477,ACC0001206,2026-05-03,CREDIT,GBP,59209.06,CrossBorder,Normal
TXN00018478,ACC0001039,2026-03-28,CREDIT,USD,1676342.43,CrossBorder,Alert
TXN00018479,ACC0000559,2026-01-17,DEBIT,INR,65553.93,Online,Alert
TXN00018480,ACC0001688,2026-04-16,CREDIT,INR,1483056.95,ATM,Normal
TXN00018481,ACC0001214,2026-04-30,DEBIT,INR,625938.34,ATM,Alert
TXN00018482,ACC0000657,2026-02-17,CREDIT,EUR,1067379.39,Domestic,Normal
TXN00018483,ACC0000324,2026-01-29,CREDIT,AED,1600617.58,CrossBorder,Alert
TXN00018484,ACC0000527,2026-05-27,DEBIT,INR,884861.5,Online,Normal
TXN00018485,ACC0000354,2026-03-03,DEBIT,AED,1407112.92,Online,Review
TXN00018486,ACC0001735,2026-06-09,CREDIT,EUR,230080.78,ATM,Normal
TXN00018487,ACC0000577,2026-02-17,CREDIT,GBP,1712586.7,Domestic,Normal
TXN00018488,ACC0000727,2026-08-11,CREDIT,AED,598635.37,Branch,Review
TXN00018489,ACC0000034,2026-03-31,DEBIT,EUR,1035459.31,CrossBorder,Alert
TXN00018490,ACC0000231,2026-07-29,DEBIT,INR,142471.45,Branch,Review
TXN00018491,ACC0000879,2026-05-26,CREDIT,EUR,283632.32,Branch,Review
TXN00018492,ACC0001049,2026-06-15,DEBIT,GBP,167168.62,Online,Normal
TXN00018493,ACC0001123,2026-03-18,DEBIT,USD,721502.86,CrossBorder,Alert
TXN00018494,ACC0000357,2026-03-08,DEBIT,USD,543728.14,CrossBorder,Normal
TXN00018495,ACC0000054,2026-04-17,CREDIT,INR,1023406.92,CrossBorder,Review
TXN00018496,ACC0000682,2026-06-03,DEBIT,AED,1475862.13,Branch,Review
TXN00018497,ACC0001889,2026-02-06,CREDIT,GBP,1274123.26,Online,Review
TXN00018498,ACC0000770,2026-08-17,CREDIT,AED,821939.5,Domestic,Alert
TXN00018499,ACC0001776,2026-03-15,CREDIT,USD,1920690.96,Domestic,Normal
TXN00018500,ACC0000673,2026-01-28,CREDIT,EUR,901828.97,CrossBorder,Normal
TXN00018501,ACC0000991,2026-05-19,CREDIT,INR,402452.14,Domestic,Review
TXN00018502,ACC0000669,2026-08-16,DEBIT,USD,418693.45,Domestic,Normal
TXN00018503,ACC0001288,2026-03-22,CREDIT,GBP,306733.06,ATM,Review
TXN00018504,ACC0000801,2026-06-16,DEBIT,AED,443554.81,CrossBorder,Normal
TXN00018505,ACC0000837,2026-04-10,CREDIT,EUR,682663.17,Domestic,Review
TXN00018506,ACC0000535,2026-04-25,CREDIT,AED,1893592.01,Domestic,Alert
TXN00018507,ACC0000702,2026-05-20,CREDIT,GBP,1212556.55,ATM,Normal
TXN00018508,ACC0001255,2026-05-24,DEBIT,INR,119289.38,Branch,Alert
TXN00018509,ACC0000047,2026-04-05,CREDIT,USD,1593542.23,CrossBorder,Alert
TXN00018510,ACC0000985,2026-04-09,CREDIT,INR,590458.81,ATM,Alert
TXN00018511,ACC0000260,2026-07-07,DEBIT,GBP,1296013.3,ATM,Normal
TXN00018512,ACC0000370,2026-01-01,CREDIT,EUR,481106.59,Online,Review
TXN00018513,ACC0000850,2026-07-24,DEBIT,EUR,995795.17,Online,Normal
TXN00018514,ACC0000109,2026-06-12,CREDIT,INR,481882.05,Domestic,Alert
TXN00018515,ACC0000967,2026-05-28,CREDIT,USD,1333885.55,Online,Alert
TXN00018516,ACC0001908,2026-03-13,CREDIT,USD,334330.33,Branch,Normal
TXN00018517,ACC0000207,2026-02-21,DEBIT,AED,354829.6,Branch,Alert
TXN00018518,ACC0000768,2026-03-05,DEBIT,EUR,557395.36,Online,Review
TXN00018519,ACC0000430,2026-01-14,CREDIT,GBP,229297.55,ATM,Normal
TXN00018520,ACC0001802,2026-03-11,DEBIT,AED,1789371.07,ATM,Alert
TXN00018521,ACC0000105,2026-03-09,DEBIT,GBP,775128.52,Domestic,Review
TXN00018522,ACC0000792,2026-07-03,CREDIT,AED,1809214.36,Domestic,Alert
TXN00018523,ACC0001155,2026-04-02,DEBIT,INR,977954.98,CrossBorder,Normal
TXN00018524,ACC0001779,2026-04-14,DEBIT,INR,1637623.24,CrossBorder,Alert
TXN00018525,ACC0001670,2026-05-22,CREDIT,EUR,1056784.92,ATM,Review
TXN00018526,ACC0001788,2026-06-13,DEBIT,INR,223862.79,ATM,Normal
TXN00018527,ACC0001997,2026-07-09,DEBIT,INR,1829543.53,Branch,Review
TXN00018528,ACC0000103,2026-02-07,DEBIT,GBP,1548713.04,ATM,Alert
TXN00018529,ACC0001363,2026-05-30,DEBIT,USD,723022.33,Online,Alert
TXN00018530,ACC0001158,2026-01-26,CREDIT,AED,370037.22,Branch,Normal
TXN00018531,ACC0001649,2026-07-16,DEBIT,AED,73428.47,ATM,Review
TXN00018532,ACC0000387,2026-08-20,DEBIT,GBP,154334.27,CrossBorder,Alert
TXN00018533,ACC0001778,2026-02-16,CREDIT,AED,1734068.15,Online,Alert
TXN00018534,ACC0000777,2026-02-08,DEBIT,AED,1475805.57,Branch,Alert
TXN00018535,ACC0001723,2026-06-22,DEBIT,INR,1912512.07,Branch,Alert
TXN00018536,ACC0001094,2026-06-13,DEBIT,GBP,1947248.74,ATM,Review
TXN00018537,ACC0001270,2026-07-09,CREDIT,GBP,487382.72,Branch,Alert
TXN00018538,ACC0001012,2026-03-18,DEBIT,GBP,1955433.68,Online,Alert
TXN00018539,ACC0000579,2026-05-12,DEBIT,USD,1476928.23,Domestic,Alert
TXN00018540,ACC0001762,2026-03-28,DEBIT,GBP,575439.36,Domestic,Alert
TXN00018541,ACC0001005,2026-01-02,CREDIT,AED,1640139.25,Domestic,Alert
TXN00018542,ACC0000575,2026-01-09,DEBIT,AED,476225.56,Domestic,Normal
TXN00018543,ACC0000088,2026-01-14,DEBIT,USD,337777.23,ATM,Alert
TXN00018544,ACC0000526,2026-05-14,DEBIT,GBP,1931370.8,Domestic,Normal
TXN00018545,ACC0001732,2026-02-18,CREDIT,USD,972131.06,Domestic,Review
TXN00018546,ACC0001527,2026-07-17,CREDIT,USD,1503138.49,Online,Review
TXN00018547,ACC0000184,2026-04-05,CREDIT,EUR,1587819.18,Branch,Normal
TXN00018548,ACC0000776,2026-05-22,DEBIT,GBP,1513097.12,CrossBorder,Review
TXN00018549,ACC0001461,2026-04-30,CREDIT,GBP,1400760.43,Online,Alert
TXN00018550,ACC0001982,2026-02-07,CREDIT,AED,1951083.57,Online,Review
TXN00018551,ACC0000006,2026-05-13,DEBIT,USD,194016.58,Domestic,Normal
TXN00018552,ACC0001022,2026-07-14,DEBIT,USD,461987.12,CrossBorder,Review
TXN00018553,ACC0001703,2026-07-30,CREDIT,INR,1869686.74,Online,Review
TXN00018554,ACC0000937,2026-06-12,DEBIT,AED,1866205.81,CrossBorder,Alert
TXN00018555,ACC0000237,2026-08-26,DEBIT,AED,185641.8,ATM,Alert
TXN00018556,ACC0000891,2026-02-05,DEBIT,GBP,1290905.45,ATM,Review
TXN00018557,ACC0001703,2026-04-01,DEBIT,USD,1228598.2,Domestic,Normal
TXN00018558,ACC0000809,2026-05-30,CREDIT,USD,1079341.1,CrossBorder,Normal
TXN00018559,ACC0001850,2026-08-19,DEBIT,EUR,1138880.83,ATM,Review
TXN00018560,ACC0001834,2026-04-11,CREDIT,EUR,1831144.1,Domestic,Review
TXN00018561,ACC0000438,2026-01-22,DEBIT,INR,1671724.08,ATM,Review
TXN00018562,ACC0001710,2026-06-17,CREDIT,EUR,1542965.72,Online,Alert
TXN00018563,ACC0001469,2026-03-29,CREDIT,EUR,1253522.9,Online,Normal
TXN00018564,ACC0000815,2026-04-04,CREDIT,INR,1160939.34,Branch,Alert
TXN00018565,ACC0001073,2026-06-25,CREDIT,USD,1114443.77,ATM,Normal
TXN00018566,ACC0001772,2026-06-29,CREDIT,USD,1305292.33,Online,Alert
TXN00018567,ACC0001509,2026-03-21,DEBIT,EUR,665584.95,Branch,Review
TXN00018568,ACC0001720,2026-08-05,CREDIT,USD,470140.07,Domestic,Alert
TXN00018569,ACC0001540,2026-04-12,CREDIT,USD,709271.06,Domestic,Alert
TXN00018570,ACC0001928,2026-08-18,DEBIT,INR,1741025.56,ATM,Alert
TXN00018571,ACC0000336,2026-05-04,CREDIT,USD,1664805.77,CrossBorder,Review
TXN00018572,ACC0001044,2026-08-03,DEBIT,INR,1312946.3,Branch,Review
TXN00018573,ACC0000603,2026-06-28,DEBIT,INR,1128806.14,CrossBorder,Alert
TXN00018574,ACC0001171,2026-02-15,DEBIT,AED,1431020.96,Online,Normal
TXN00018575,ACC0000750,2026-04-04,CREDIT,GBP,748371.04,Online,Normal
TXN00018576,ACC0000341,2026-07-15,CREDIT,AED,651170.37,CrossBorder,Review
TXN00018577,ACC0000337,2026-06-15,CREDIT,EUR,1472744.3,Online,Normal
TXN00018578,ACC0001908,2026-08-24,DEBIT,INR,1436209.37,Branch,Normal
TXN00018579,ACC0000549,2026-03-20,DEBIT,INR,1658122.44,CrossBorder,Alert
TXN00018580,ACC0000282,2026-08-16,CREDIT,INR,1572204.09,CrossBorder,Normal
TXN00018581,ACC0000144,2026-03-08,CREDIT,GBP,1029986.83,Branch,Normal
TXN00018582,ACC0000036,2026-01-11,CREDIT,GBP,548582.53,CrossBorder,Normal
TXN00018583,ACC0000569,2026-04-21,DEBIT,USD,8619.45,Branch,Alert
TXN00018584,ACC0001362,2026-08-29,DEBIT,INR,1443701.32,Online,Normal
TXN00018585,ACC0001409,2026-07-31,CREDIT,USD,1602977.86,Branch,Normal
TXN00018586,ACC0000897,2026-07-18,DEBIT,USD,799437.64,Domestic,Review
TXN00018587,ACC0000950,2026-07-19,DEBIT,AED,385334.34,Online,Normal
TXN00018588,ACC0000333,2026-01-12,CREDIT,GBP,1279546.07,Branch,Alert
TXN00018589,ACC0001686,2026-08-20,DEBIT,EUR,71929.38,Branch,Normal
TXN00018590,ACC0000908,2026-02-21,CREDIT,GBP,586828.68,CrossBorder,Normal
TXN00018591,ACC0000726,2026-05-31,DEBIT,GBP,1818349.04,Online,Review
TXN00018592,ACC0000072,2026-06-30,CREDIT,EUR,1101273.05,CrossBorder,Normal
TXN00018593,ACC0000173,2026-04-14,CREDIT,USD,1667034.75,Domestic,Normal
TXN00018594,ACC0001454,2026-01-27,DEBIT,INR,652745.43,Domestic,Alert
TXN00018595,ACC0001074,2026-04-28,CREDIT,USD,1518168.12,CrossBorder,Alert
TXN00018596,ACC0001579,2026-02-12,CREDIT,USD,1711572.3,ATM,Normal
TXN00018597,ACC0000115,2026-01-19,CREDIT,INR,964072.36,Online,Normal
TXN00018598,ACC0000215,2026-01-24,CREDIT,INR,1116989.63,ATM,Alert
TXN00018599,ACC0001117,2026-04-04,DEBIT,EUR,475407.88,Online,Alert
TXN00018600,ACC0000789,2026-04-06,CREDIT,EUR,289231.93,CrossBorder,Review
TXN00018601,ACC0000100,2026-04-05,DEBIT,INR,64109.12,CrossBorder,Normal
TXN00018602,ACC0000226,2026-04-30,DEBIT,USD,1494842.26,CrossBorder,Normal
TXN00018603,ACC0000292,2026-08-11,DEBIT,INR,15834.91,CrossBorder,Review
TXN00018604,ACC0001481,2026-06-01,CREDIT,EUR,1611080.83,CrossBorder,Normal
TXN00018605,ACC0000402,2026-04-20,CREDIT,INR,498923.04,Branch,Review
TXN00018606,ACC0000918,2026-01-04,DEBIT,EUR,398648.89,Domestic,Alert
TXN00018607,ACC0001753,2026-05-28,CREDIT,INR,1212015.27,Online,Review
TXN00018608,ACC0000424,2026-05-18,DEBIT,GBP,1061754.17,Branch,Alert
TXN00018609,ACC0001885,2026-08-01,DEBIT,INR,1535083.25,ATM,Normal
TXN00018610,ACC0001525,2026-04-25,DEBIT,INR,799165.47,Online,Alert
TXN00018611,ACC0000400,2026-03-30,DEBIT,EUR,485668.24,Online,Review
TXN00018612,ACC0001580,2026-08-12,CREDIT,GBP,530557.97,Online,Alert
TXN00018613,ACC0000416,2026-01-31,CREDIT,INR,251534.74,CrossBorder,Normal
TXN00018614,ACC0000943,2026-04-03,DEBIT,USD,239476.79,ATM,Normal
TXN00018615,ACC0000513,2026-08-06,CREDIT,GBP,896550.75,CrossBorder,Normal
TXN00018616,ACC0001094,2026-03-22,DEBIT,INR,1299880.67,CrossBorder,Normal
TXN00018617,ACC0001575,2026-05-19,DEBIT,AED,998713.11,ATM,Review
TXN00018618,ACC0001295,2026-06-28,DEBIT,AED,805323.48,Online,Normal
TXN00018619,ACC0001997,2026-05-28,DEBIT,EUR,99820.87,CrossBorder,Alert
TXN00018620,ACC0001971,2026-04-06,DEBIT,AED,407533.44,Branch,Review
TXN00018621,ACC0001429,2026-04-04,CREDIT,EUR,530910.5,Branch,Review
TXN00018622,ACC0000616,2026-06-13,DEBIT,AED,1300971.73,ATM,Alert
TXN00018623,ACC0001802,2026-02-01,DEBIT,USD,204897.72,Branch,Alert
TXN00018624,ACC0001585,2026-06-15,CREDIT,GBP,1842637.44,Domestic,Review
TXN00018625,ACC0000907,2026-05-31,CREDIT,INR,1958651.64,ATM,Normal
TXN00018626,ACC0000001,2026-07-03,DEBIT,USD,654666.78,Branch,Normal
TXN00018627,ACC0001028,2026-04-12,DEBIT,EUR,971538.09,Branch,Alert
TXN00018628,ACC0000858,2026-07-07,DEBIT,USD,1398815.16,Branch,Alert
TXN00018629,ACC0001762,2026-05-21,DEBIT,EUR,1703579.39,Online,Normal
TXN00018630,ACC0001669,2026-03-30,CREDIT,GBP,1839443.31,ATM,Normal
TXN00018631,ACC0000269,2026-05-26,CREDIT,USD,1195118.33,Branch,Alert
TXN00018632,ACC0000985,2026-03-02,CREDIT,GBP,1198903.1,Online,Normal
TXN00018633,ACC0000083,2026-05-16,DEBIT,EUR,232972.36,ATM,Normal
TXN00018634,ACC0000374,2026-08-18,DEBIT,AED,755974.57,ATM,Review
TXN00018635,ACC0001448,2026-05-15,CREDIT,INR,1807905.42,CrossBorder,Normal
TXN00018636,ACC0000282,2026-05-07,DEBIT,INR,782429.71,Online,Alert
TXN00018637,ACC0000912,2026-08-21,DEBIT,USD,1403834.85,CrossBorder,Alert
TXN00018638,ACC0000935,2026-02-28,CREDIT,GBP,1252466.96,CrossBorder,Alert
TXN00018639,ACC0001898,2026-03-10,DEBIT,INR,1143082.48,Domestic,Normal
TXN00018640,ACC0000423,2026-06-02,DEBIT,USD,95889.18,ATM,Normal
TXN00018641,ACC0001817,2026-02-08,CREDIT,GBP,1339069.99,CrossBorder,Normal
TXN00018642,ACC0001202,2026-06-08,CREDIT,USD,62876.53,Domestic,Review
TXN00018643,ACC0000409,2026-07-23,DEBIT,INR,1257469.73,Branch,Review
TXN00018644,ACC0001385,2026-02-14,DEBIT,EUR,66674.16,Domestic,Review
TXN00018645,ACC0001528,2026-01-22,DEBIT,EUR,1711238.69,Online,Review
TXN00018646,ACC0000890,2026-07-11,DEBIT,AED,1642115.8,Online,Alert
TXN00018647,ACC0000370,2026-06-20,CREDIT,AED,175292.05,Domestic,Normal
TXN00018648,ACC0000242,2026-05-10,CREDIT,GBP,238939.1,Online,Alert
TXN00018649,ACC0000602,2026-07-29,DEBIT,AED,1158699.15,CrossBorder,Review
TXN00018650,ACC0001904,2026-04-08,CREDIT,EUR,1294127.18,Online,Normal
TXN00018651,ACC0000402,2026-05-31,DEBIT,USD,1283438.87,ATM,Review
TXN00018652,ACC0000960,2026-02-05,CREDIT,USD,1480060.71,Branch,Alert
TXN00018653,ACC0000491,2026-06-28,DEBIT,GBP,504972.16,Domestic,Alert
TXN00018654,ACC0000542,2026-08-07,DEBIT,USD,1494289.13,ATM,Normal
TXN00018655,ACC0000369,2026-01-15,CREDIT,AED,1092620.74,ATM,Normal
TXN00018656,ACC0001644,2026-02-07,CREDIT,EUR,1810147.37,Online,Alert
TXN00018657,ACC0001772,2026-03-03,CREDIT,GBP,752756.8,CrossBorder,Review
TXN00018658,ACC0000259,2026-02-22,DEBIT,INR,210112.64,Domestic,Normal
TXN00018659,ACC0001293,2026-06-08,CREDIT,GBP,447396.1,CrossBorder,Alert
TXN00018660,ACC0000239,2026-02-28,DEBIT,GBP,1562660.59,CrossBorder,Review
TXN00018661,ACC0000619,2026-06-11,CREDIT,GBP,954820.72,Branch,Normal
TXN00018662,ACC0001498,2026-04-23,CREDIT,GBP,129499.06,CrossBorder,Normal
TXN00018663,ACC0001476,2026-06-21,CREDIT,AED,1458124.69,Branch,Review
TXN00018664,ACC0001232,2026-07-08,CREDIT,GBP,1843186.74,Online,Alert
TXN00018665,ACC0000517,2026-02-07,CREDIT,USD,1577528.02,ATM,Normal
TXN00018666,ACC0001537,2026-08-01,DEBIT,EUR,1839695.69,Domestic,Alert
TXN00018667,ACC0000283,2026-06-24,DEBIT,AED,1829557.22,Online,Normal
TXN00018668,ACC0000143,2026-08-10,CREDIT,EUR,1809896.32,Branch,Review
