loan_id,customer_id,product,currency,principal,interest_rate,status,risk_band
LOAN0002546,CUST007907,trade finance,GBP,3294003.73,12.6,Watch,Very High
LOAN0002547,CUST004095,term loan,INR,2340079.7,7.87,Performing,High
LOAN0002548,CUST004019,trade finance,INR,5428212.99,10.33,NonPerforming,High
LOAN0002549,CUST007856,mortgage,USD,4241968.83,7.74,NonPerforming,High
LOAN0002550,CUST007304,term loan,INR,2921039.86,11.62,NonPerforming,Very High
LOAN0002551,CUST002100,credit card,INR,5494813.54,7.07,Performing,Very High
LOAN0002552,CUST001868,trade finance,USD,4291471.27,8.27,Watch,Medium
LOAN0002553,CUST005492,mortgage,GBP,3418789.95,8.91,NonPerforming,Medium
LOAN0002554,CUST004288,trade finance,GBP,5702839.85,17.91,NonPerforming,Very High
LOAN0002555,CUST004909,commercial overdraft,INR,1949459.84,8.48,Performing,High
LOAN0002556,CUST002502,trade finance,GBP,1317674.69,7.58,Performing,Very High
LOAN0002557,CUST004533,commercial overdraft,INR,3220497.45,8.53,NonPerforming,Very High
LOAN0002558,CUST009231,trade finance,GBP,1037913.12,14.27,Watch,Very High
LOAN0002559,CUST006368,working capital,GBP,8365827.18,15.21,NonPerforming,Medium
LOAN0002560,CUST005611,commercial overdraft,USD,4714014.69,13.92,Performing,Low
LOAN0002561,CUST008201,term loan,GBP,1225661.26,13.56,NonPerforming,Low
LOAN0002562,CUST002520,credit card,GBP,142949.34,9.56,NonPerforming,Medium
LOAN0002563,CUST006158,working capital,INR,6414478.68,13.7,NonPerforming,Low
LOAN0002564,CUST002372,term loan,INR,4690520.22,6.61,Watch,Low
LOAN0002565,CUST009816,mortgage,USD,4648158.91,14.07,Watch,Very High
LOAN0002566,CUST004426,term loan,GBP,3543042.41,7.67,Watch,High
LOAN0002567,CUST000641,working capital,INR,603127.24,8.77,Watch,Medium
LOAN0002568,CUST007402,term loan,USD,2097336.04,17.15,Watch,Very High
LOAN0002569,CUST003076,mortgage,GBP,9466697.87,7.34,Watch,Medium
LOAN0002570,CUST008230,term loan,INR,3908985.28,17.02,Watch,Very High
LOAN0002571,CUST000999,credit card,USD,5264875.83,11.87,Performing,Very High
LOAN0002572,CUST009046,term loan,INR,6615871.43,10.28,Watch,Low
LOAN0002573,CUST003959,credit card,GBP,5877392.6,15.91,Performing,High
LOAN0002574,CUST007795,working capital,GBP,6479694.13,17.52,Watch,High
LOAN0002575,CUST000014,mortgage,GBP,4141569.52,13.57,Performing,Low
LOAN0002576,CUST000082,commercial overdraft,USD,5647994.12,12.08,Performing,High
LOAN0002577,CUST007487,credit card,GBP,7600350.25,16.75,Watch,High
LOAN0002578,CUST001635,mortgage,INR,5582388.52,13.09,Performing,Medium
LOAN0002579,CUST009377,working capital,USD,7481776.22,15.99,Watch,High
LOAN0002580,CUST005428,mortgage,GBP,8293249.7,5.29,NonPerforming,Very High
LOAN0002581,CUST001715,trade finance,INR,226140.02,15.95,Performing,Very High
LOAN0002582,CUST002278,trade finance,GBP,455897.59,11.74,NonPerforming,Very High
LOAN0002583,CUST000144,credit card,INR,1012605.75,7.81,Performing,Medium
LOAN0002584,CUST000189,commercial overdraft,USD,3146194.12,11.81,Watch,High
LOAN0002585,CUST007443,working capital,INR,7233511.3,17.26,NonPerforming,Very High
LOAN0002586,CUST003488,credit card,GBP,7848880.62,5.74,Watch,Low
LOAN0002587,CUST004829,mortgage,INR,1054804.95,16.57,NonPerforming,Low
LOAN0002588,CUST005230,commercial overdraft,USD,5833787.42,6.4,Watch,Very High
LOAN0002589,CUST009962,term loan,USD,9277082.56,6.88,Performing,Low
LOAN0002590,CUST004642,credit card,USD,3801583.67,8.03,NonPerforming,High
LOAN0002591,CUST008605,term loan,USD,8179288.42,10.3,Watch,Medium
LOAN0002592,CUST005782,mortgage,INR,1831377.51,11.33,Watch,High
LOAN0002593,CUST006763,working capital,USD,1628726.52,14.14,Watch,Low
LOAN0002594,CUST000779,term loan,INR,1217565.13,16.45,NonPerforming,Medium
LOAN0002595,CUST002851,term loan,INR,4462322.06,9.2,NonPerforming,Very High
LOAN0002596,CUST005217,term loan,USD,2255394.48,10.85,Watch,Very High
LOAN0002597,CUST001968,commercial overdraft,GBP,1412855.08,15.42,Performing,Low
LOAN0002598,CUST001253,commercial overdraft,INR,6955779.39,5.05,Watch,Low
LOAN0002599,CUST005007,commercial overdraft,USD,882945.58,11.61,Watch,Medium
LOAN0002600,CUST003081,mortgage,USD,8513099.93,12.0,Watch,High
LOAN0002601,CUST000453,term loan,INR,2859966.03,5.82,NonPerforming,Medium
LOAN0002602,CUST004381,commercial overdraft,GBP,6001150.19,10.6,Watch,Medium
LOAN0002603,CUST004220,mortgage,INR,8088582.74,9.24,NonPerforming,Very High
LOAN0002604,CUST005039,working capital,USD,8490515.54,15.95,Watch,High
LOAN0002605,CUST007871,term loan,INR,4949812.63,16.24,Watch,High
LOAN0002606,CUST009039,term loan,INR,7736857.83,14.33,NonPerforming,Low
LOAN0002607,CUST003698,trade finance,INR,7726828.64,8.78,NonPerforming,Very High
LOAN0002608,CUST008708,mortgage,GBP,2806451.82,12.66,Watch,Low
LOAN0002609,CUST001116,mortgage,GBP,3843162.82,10.89,Watch,High
LOAN0002610,CUST006898,commercial overdraft,INR,3092030.29,8.78,Performing,Medium
LOAN0002611,CUST000210,working capital,INR,3100695.15,13.94,NonPerforming,High
LOAN0002612,CUST002615,working capital,GBP,1897023.74,5.33,NonPerforming,High
LOAN0002613,CUST001106,commercial overdraft,GBP,7397818.77,9.7,Performing,Medium
LOAN0002614,CUST008923,commercial overdraft,GBP,2846606.83,11.25,NonPerforming,Very High
LOAN0002615,CUST005405,trade finance,INR,1950528.67,15.04,Watch,High
LOAN0002616,CUST001928,trade finance,GBP,364190.19,13.32,NonPerforming,Medium
LOAN0002617,CUST003122,trade finance,GBP,9871278.3,15.06,NonPerforming,Very High
LOAN0002618,CUST007450,mortgage,GBP,2174068.93,6.8,Performing,Very High
LOAN0002619,CUST009063,working capital,INR,4347339.53,9.22,Watch,Medium
LOAN0002620,CUST005260,trade finance,USD,6486859.3,5.88,Performing,Low
LOAN0002621,CUST006174,mortgage,INR,1347560.01,7.77,Performing,Low
LOAN0002622,CUST003159,commercial overdraft,INR,5323662.49,7.93,Watch,Medium
LOAN0002623,CUST003692,trade finance,INR,1784106.47,13.67,Performing,Low
LOAN0002624,CUST000644,term loan,INR,1873377.5,6.77,NonPerforming,Medium
LOAN0002625,CUST005384,commercial overdraft,GBP,5513108.64,7.32,NonPerforming,Low
LOAN0002626,CUST001475,mortgage,INR,6892841.82,11.27,Watch,Low
LOAN0002627,CUST000216,mortgage,USD,3665634.79,7.89,Watch,High
LOAN0002628,CUST007456,credit card,USD,3885209.89,12.25,Watch,Low
LOAN0002629,CUST002435,term loan,USD,8527559.64,6.32,Performing,Low
LOAN0002630,CUST000095,mortgage,USD,563446.62,14.84,NonPerforming,Medium
LOAN0002631,CUST004384,commercial overdraft,USD,9910920.92,15.05,Watch,Low
LOAN0002632,CUST001270,commercial overdraft,GBP,2543007.55,15.57,NonPerforming,High
LOAN0002633,CUST000190,credit card,GBP,9867825.88,17.27,Performing,High
LOAN0002634,CUST004506,working capital,USD,3786837.1,7.55,Performing,Low
LOAN0002635,CUST000018,commercial overdraft,INR,5220059.89,11.94,Performing,Very High
LOAN0002636,CUST006589,term loan,USD,9580731.07,12.66,NonPerforming,Low
LOAN0002637,CUST002321,trade finance,GBP,6934924.86,12.59,NonPerforming,Medium
LOAN0002638,CUST001068,credit card,USD,222509.3,9.81,Performing,Medium
LOAN0002639,CUST004651,working capital,GBP,7677247.73,17.53,Performing,Very High
LOAN0002640,CUST001812,term loan,INR,2340465.09,17.12,Performing,Very High
LOAN0002641,CUST008011,commercial overdraft,USD,5828927.26,17.33,Performing,Very High
LOAN0002642,CUST005538,term loan,GBP,1985712.99,11.49,NonPerforming,Medium
LOAN0002643,CUST000686,mortgage,GBP,3665682.64,6.43,NonPerforming,Medium
LOAN0002644,CUST009772,working capital,INR,899612.44,9.46,NonPerforming,Very High
LOAN0002645,CUST009990,credit card,USD,8558343.17,8.89,Watch,Medium
LOAN0002646,CUST003517,working capital,GBP,5109326.66,12.19,Watch,Medium
LOAN0002647,CUST002225,commercial overdraft,INR,6404411.49,7.78,NonPerforming,Medium
LOAN0002648,CUST008966,mortgage,INR,6666761.2,7.44,NonPerforming,Low
LOAN0002649,CUST007303,mortgage,GBP,8240795.92,14.55,Watch,Medium
LOAN0002650,CUST003265,commercial overdraft,INR,2761874.71,16.05,Performing,Medium
LOAN0002651,CUST000330,mortgage,USD,160562.57,14.72,Performing,Medium
LOAN0002652,CUST006701,mortgage,GBP,484505.65,12.99,Performing,Medium
LOAN0002653,CUST006896,commercial overdraft,USD,7808162.63,7.0,Watch,Medium
LOAN0002654,CUST004150,mortgage,INR,4413577.91,16.33,NonPerforming,Low
LOAN0002655,CUST006127,credit card,INR,8652797.52,9.37,NonPerforming,Very High
LOAN0002656,CUST001448,trade finance,GBP,3297961.41,17.14,NonPerforming,Low
LOAN0002657,CUST001972,mortgage,INR,6332092.66,5.46,Performing,Medium
LOAN0002658,CUST007512,mortgage,INR,6528720.82,17.03,NonPerforming,Medium
LOAN0002659,CUST005115,commercial overdraft,GBP,6944678.47,11.91,Watch,Medium
LOAN0002660,CUST006034,term loan,INR,8282451.17,15.82,Performing,High
LOAN0002661,CUST009077,credit card,INR,7053311.23,16.47,Performing,Very High
LOAN0002662,CUST008279,commercial overdraft,GBP,3352123.84,17.65,NonPerforming,Medium
LOAN0002663,CUST001422,credit card,INR,556040.54,12.69,NonPerforming,Medium
LOAN0002664,CUST008467,term loan,INR,8290739.45,6.5,Watch,High
LOAN0002665,CUST000755,credit card,INR,2914483.15,11.56,Performing,Low
LOAN0002666,CUST004556,trade finance,GBP,1203378.59,14.05,Performing,High
LOAN0002667,CUST002448,commercial overdraft,USD,8457759.37,15.15,NonPerforming,High
LOAN0002668,CUST008791,trade finance,INR,7023396.56,6.01,Performing,Low
LOAN0002669,CUST006044,commercial overdraft,USD,6612332.32,15.59,Performing,High
LOAN0002670,CUST002107,term loan,USD,2986013.37,5.26,Watch,Medium
LOAN0002671,CUST008663,working capital,USD,5610738.56,8.16,Watch,Low
LOAN0002672,CUST009443,trade finance,GBP,8364374.44,9.4,NonPerforming,Medium
LOAN0002673,CUST003374,working capital,USD,1911537.46,14.28,NonPerforming,High
LOAN0002674,CUST006981,commercial overdraft,USD,2504896.55,8.17,Watch,Very High
LOAN0002675,CUST000168,trade finance,USD,49886.93,7.84,NonPerforming,Very High
LOAN0002676,CUST007370,commercial overdraft,INR,1574554.09,14.99,Performing,Low
LOAN0002677,CUST001187,term loan,USD,7345579.93,5.71,Watch,High
LOAN0002678,CUST007764,trade finance,GBP,7153084.86,7.33,NonPerforming,Very High
LOAN0002679,CUST005610,commercial overdraft,INR,6615670.5,15.56,Watch,High
LOAN0002680,CUST002673,term loan,USD,1968581.98,5.05,Watch,Medium
LOAN0002681,CUST005712,trade finance,INR,6858943.1,16.93,Watch,Very High
LOAN0002682,CUST002560,mortgage,GBP,9215728.02,17.01,NonPerforming,Medium
LOAN0002683,CUST007150,term loan,GBP,7857839.35,14.53,Watch,Very High
LOAN0002684,CUST004908,working capital,GBP,190893.29,17.51,Performing,Medium
LOAN0002685,CUST003175,commercial overdraft,USD,1743566.55,13.69,Watch,Very High
LOAN0002686,CUST005637,commercial overdraft,GBP,2254360.78,16.22,Watch,High
LOAN0002687,CUST009570,working capital,INR,3286843.15,16.85,Watch,Medium
LOAN0002688,CUST009347,trade finance,USD,8982162.72,10.34,Watch,Low
LOAN0002689,CUST007452,working capital,INR,6967946.13,11.96,NonPerforming,Low
LOAN0002690,CUST005034,term loan,GBP,4792629.96,8.44,Watch,High
LOAN0002691,CUST003323,working capital,GBP,6430788.56,5.82,Performing,High
LOAN0002692,CUST009020,mortgage,INR,7439476.64,6.18,Watch,Medium
LOAN0002693,CUST004280,commercial overdraft,INR,9449664.43,11.84,Performing,Very High
LOAN0002694,CUST003818,term loan,GBP,6596244.41,8.21,Performing,Medium
LOAN0002695,CUST007131,trade finance,INR,5243999.24,7.22,Watch,Medium
LOAN0002696,CUST007098,working capital,USD,3390444.28,6.96,NonPerforming,Low
LOAN0002697,CUST004417,credit card,USD,514970.88,15.35,Watch,Low
LOAN0002698,CUST009865,credit card,GBP,5357020.48,6.09,Watch,Very High
LOAN0002699,CUST006451,commercial overdraft,USD,9960955.44,16.76,Watch,Low
LOAN0002700,CUST008706,credit card,USD,1671577.48,11.99,Performing,Medium
LOAN0002701,CUST003514,trade finance,USD,2888617.72,14.31,NonPerforming,Low
LOAN0002702,CUST008440,mortgage,INR,6431925.84,15.27,Watch,Low
LOAN0002703,CUST002818,credit card,INR,8670297.18,6.07,NonPerforming,Low
LOAN0002704,CUST009906,working capital,INR,5320618.67,14.13,Watch,Low
LOAN0002705,CUST003557,credit card,USD,3305679.57,8.0,Watch,Medium
LOAN0002706,CUST006136,commercial overdraft,USD,5793926.84,10.35,Watch,Very High
LOAN0002707,CUST005021,mortgage,INR,276307.58,9.86,NonPerforming,Very High
LOAN0002708,CUST004902,credit card,INR,9181427.92,6.23,NonPerforming,Medium
LOAN0002709,CUST005629,working capital,USD,7139137.51,5.1,NonPerforming,High
LOAN0002710,CUST008910,mortgage,INR,5099917.72,9.41,Watch,Low
LOAN0002711,CUST004503,working capital,USD,3243003.9,8.9,Watch,Very High
LOAN0002712,CUST007639,working capital,USD,6255987.62,14.62,Watch,Very High
LOAN0002713,CUST006886,credit card,USD,7321315.4,6.35,NonPerforming,Very High
LOAN0002714,CUST007106,working capital,USD,3530712.32,17.34,NonPerforming,Medium
LOAN0002715,CUST002353,term loan,GBP,5836346.99,11.12,Watch,Very High
LOAN0002716,CUST003301,working capital,USD,2556497.15,17.91,Watch,High
LOAN0002717,CUST002072,commercial overdraft,GBP,5207491.96,11.25,Watch,High
LOAN0002718,CUST002471,term loan,INR,6368551.41,5.31,Watch,Very High
LOAN0002719,CUST005093,term loan,USD,9526212.58,10.9,NonPerforming,Low
LOAN0002720,CUST003288,credit card,USD,7979640.48,17.08,Performing,Low
LOAN0002721,CUST000738,term loan,INR,9115545.57,11.44,NonPerforming,Low
LOAN0002722,CUST003079,credit card,INR,7754398.2,12.8,NonPerforming,High
LOAN0002723,CUST009093,trade finance,INR,644810.48,5.45,NonPerforming,Low
LOAN0002724,CUST002665,commercial overdraft,INR,4101171.66,12.64,Performing,High
LOAN0002725,CUST006912,trade finance,INR,688126.23,7.17,NonPerforming,Medium
LOAN0002726,CUST002247,working capital,GBP,7884203.58,7.56,Watch,Low
LOAN0002727,CUST000293,mortgage,INR,6683470.93,7.49,Performing,Very High
LOAN0002728,CUST009258,commercial overdraft,USD,5930181.09,5.39,NonPerforming,High
LOAN0002729,CUST006149,mortgage,GBP,7189704.16,12.51,Watch,High
LOAN0002730,CUST003771,term loan,INR,9065653.95,7.0,Watch,Very High
LOAN0002731,CUST008745,working capital,GBP,6347234.67,17.83,Watch,Medium
LOAN0002732,CUST001941,mortgage,GBP,4176053.81,14.66,NonPerforming,Medium
LOAN0002733,CUST008194,mortgage,INR,4555881.88,14.94,NonPerforming,Medium
LOAN0002734,CUST005714,working capital,GBP,5146218.44,14.15,NonPerforming,High
LOAN0002735,CUST006985,term loan,INR,6067665.92,17.73,NonPerforming,Medium
LOAN0002736,CUST007892,trade finance,USD,8833272.65,15.16,Performing,Medium
LOAN0002737,CUST000004,commercial overdraft,USD,4259248.84,15.33,Watch,Very High
LOAN0002738,CUST008950,credit card,GBP,6755251.55,17.19,Performing,Very High
LOAN0002739,CUST008956,term loan,GBP,2302855.14,10.79,Performing,Very High
LOAN0002740,CUST008407,commercial overdraft,USD,4406971.37,16.62,NonPerforming,Very High
LOAN0002741,CUST007718,commercial overdraft,INR,7525805.14,11.74,NonPerforming,High
LOAN0002742,CUST004099,credit card,GBP,1654030.01,15.94,Performing,Very High
LOAN0002743,CUST001773,mortgage,GBP,4288078.56,6.42,NonPerforming,Medium
LOAN0002744,CUST007273,credit card,USD,3548601.79,5.74,Performing,Low
LOAN0002745,CUST006335,term loan,INR,7222023.14,9.23,Watch,Low
LOAN0002746,CUST001726,credit card,USD,7229013.53,17.14,Performing,Medium
LOAN0002747,CUST004612,mortgage,GBP,1793124.48,5.21,Performing,Medium
LOAN0002748,CUST009434,mortgage,USD,5356442.83,7.41,NonPerforming,Low
LOAN0002749,CUST001306,credit card,GBP,2330865.42,12.52,Performing,High
LOAN0002750,CUST002358,commercial overdraft,GBP,355228.58,10.3,NonPerforming,Very High
LOAN0002751,CUST001058,mortgage,INR,2073229.63,16.55,Performing,Low
LOAN0002752,CUST004587,working capital,INR,2699183.52,9.44,NonPerforming,Medium
LOAN0002753,CUST004031,commercial overdraft,GBP,6520122.95,7.27,Watch,Medium
LOAN0002754,CUST002669,term loan,INR,2203584.08,5.86,Performing,Medium
LOAN0002755,CUST004981,working capital,USD,5572356.59,15.44,Watch,Low
LOAN0002756,CUST005070,working capital,GBP,6195589.25,7.47,NonPerforming,High
LOAN0002757,CUST000980,commercial overdraft,USD,2590659.06,6.12,Watch,Low
LOAN0002758,CUST009934,mortgage,GBP,1300465.95,5.7,NonPerforming,Medium
LOAN0002759,CUST006184,commercial overdraft,GBP,9558713.03,13.8,Performing,Very High
LOAN0002760,CUST005620,credit card,USD,1779359.08,5.69,Performing,High
LOAN0002761,CUST003158,working capital,INR,9414852.49,8.87,NonPerforming,High
LOAN0002762,CUST001198,working capital,GBP,5600291.18,8.58,Performing,High
LOAN0002763,CUST000647,working capital,USD,1271385.85,9.36,Watch,Very High
LOAN0002764,CUST000619,term loan,INR,336379.04,14.85,NonPerforming,High
LOAN0002765,CUST001229,commercial overdraft,INR,5081541.66,12.94,NonPerforming,Low
LOAN0002766,CUST009571,term loan,USD,5872531.4,15.45,Performing,Medium
LOAN0002767,CUST006836,trade finance,USD,1829289.41,8.35,Watch,Medium
LOAN0002768,CUST001433,credit card,GBP,4320709.97,13.89,Performing,Very High
LOAN0002769,CUST001589,credit card,USD,5978268.6,13.05,NonPerforming,High
LOAN0002770,CUST003269,commercial overdraft,INR,6560305.81,10.66,Performing,Medium
LOAN0002771,CUST005294,working capital,GBP,956973.05,11.99,Performing,Very High
LOAN0002772,CUST009328,mortgage,USD,9304776.0,15.43,NonPerforming,Medium
LOAN0002773,CUST007945,trade finance,USD,8346138.93,9.27,NonPerforming,Low
LOAN0002774,CUST006600,trade finance,INR,4112204.68,5.82,Watch,Low
LOAN0002775,CUST004955,trade finance,USD,248608.75,10.18,Performing,Medium
LOAN0002776,CUST008674,working capital,INR,3994050.9,8.72,NonPerforming,Low
LOAN0002777,CUST005016,commercial overdraft,INR,4083671.09,12.3,NonPerforming,High
LOAN0002778,CUST005714,commercial overdraft,INR,8264198.24,6.33,Performing,Low
LOAN0002779,CUST005835,term loan,GBP,5549285.13,12.68,NonPerforming,Very High
LOAN0002780,CUST000410,trade finance,INR,4588531.94,8.27,Watch,Medium
LOAN0002781,CUST009580,commercial overdraft,USD,2445101.96,13.38,NonPerforming,Low
LOAN0002782,CUST000816,trade finance,INR,8128286.09,8.61,NonPerforming,Very High
LOAN0002783,CUST005563,trade finance,USD,3879363.5,6.25,Watch,Low
LOAN0002784,CUST004218,term loan,INR,1706824.57,7.35,NonPerforming,Medium
LOAN0002785,CUST003289,commercial overdraft,USD,1817748.02,7.31,Watch,Very High
LOAN0002786,CUST000410,term loan,USD,5864904.96,7.86,Watch,High
LOAN0002787,CUST004155,mortgage,USD,9608279.86,7.41,Watch,Low
LOAN0002788,CUST006403,working capital,GBP,5693080.12,7.42,NonPerforming,Low
LOAN0002789,CUST005459,credit card,INR,6763609.43,5.51,Watch,Very High
LOAN0002790,CUST003423,mortgage,INR,1782126.16,9.59,Performing,Low
LOAN0002791,CUST001713,trade finance,GBP,763937.52,8.68,Watch,Very High
LOAN0002792,CUST006444,trade finance,INR,9591899.55,13.82,Watch,Medium
LOAN0002793,CUST004360,mortgage,INR,8020032.02,7.22,Watch,Medium
LOAN0002794,CUST006164,trade finance,INR,5298407.09,8.29,Performing,Very High
LOAN0002795,CUST002560,credit card,USD,6930188.01,17.91,Performing,High
LOAN0002796,CUST005408,trade finance,GBP,1728363.97,6.2,Watch,Very High
LOAN0002797,CUST000598,mortgage,INR,767197.97,7.12,Watch,High
LOAN0002798,CUST004163,working capital,USD,780567.57,12.77,Performing,Low
LOAN0002799,CUST009841,term loan,GBP,3357547.63,10.59,Watch,Very High
LOAN0002800,CUST006532,term loan,GBP,181762.97,5.61,NonPerforming,Medium
LOAN0002801,CUST002994,credit card,INR,9595571.36,7.45,Watch,Medium
LOAN0002802,CUST006128,working capital,GBP,5217491.42,13.03,Performing,Very High
LOAN0002803,CUST004487,term loan,USD,2305166.71,9.93,NonPerforming,Very High
LOAN0002804,CUST001537,credit card,INR,8273844.98,12.42,Performing,High
LOAN0002805,CUST000331,mortgage,GBP,14632.96,8.75,Watch,Very High
LOAN0002806,CUST000303,credit card,INR,3274976.26,10.37,NonPerforming,Very High
LOAN0002807,CUST005281,term loan,USD,3459265.54,13.08,Watch,High
LOAN0002808,CUST005857,credit card,INR,1452341.71,7.63,Watch,Low
LOAN0002809,CUST002461,mortgage,INR,1384808.88,12.77,NonPerforming,Low
LOAN0002810,CUST009294,mortgage,USD,2423294.55,12.2,Watch,Low
LOAN0002811,CUST004474,mortgage,INR,2107769.41,12.52,Performing,Low
LOAN0002812,CUST001393,trade finance,INR,9421262.62,7.3,NonPerforming,Very High
LOAN0002813,CUST003315,commercial overdraft,USD,4230414.59,15.32,Watch,Medium
LOAN0002814,CUST009931,credit card,USD,7384329.9,9.72,Watch,Low
LOAN0002815,CUST005545,mortgage,USD,4277334.15,15.89,Performing,Very High
LOAN0002816,CUST000936,working capital,GBP,8441645.26,14.04,Watch,Very High
LOAN0002817,CUST006931,commercial overdraft,USD,8035598.36,16.37,Watch,Very High
LOAN0002818,CUST002567,working capital,GBP,4123073.86,11.16,Watch,Very High
LOAN0002819,CUST006666,mortgage,USD,3138434.15,17.38,Watch,Very High
LOAN0002820,CUST009505,trade finance,USD,8040139.46,15.88,Performing,Very High
LOAN0002821,CUST006421,mortgage,GBP,3835510.66,16.42,Performing,Low
LOAN0002822,CUST005450,term loan,GBP,4094828.75,15.94,Watch,Medium
LOAN0002823,CUST008218,term loan,USD,5383123.35,5.2,Performing,Very High
LOAN0002824,CUST009673,term loan,GBP,7552896.7,16.02,Watch,High
LOAN0002825,CUST000874,working capital,INR,9416988.88,7.18,Performing,Medium
LOAN0002826,CUST002429,credit card,INR,1443057.52,9.29,Performing,Low
LOAN0002827,CUST002161,mortgage,INR,7422613.46,9.62,Watch,Medium
LOAN0002828,CUST009515,mortgage,USD,5242166.77,17.86,NonPerforming,Low
LOAN0002829,CUST002273,mortgage,INR,8400461.55,7.73,Performing,Medium
LOAN0002830,CUST001152,commercial overdraft,USD,9441896.58,17.59,Watch,Very High
LOAN0002831,CUST008081,trade finance,GBP,8184080.93,11.54,Performing,Low
LOAN0002832,CUST002916,working capital,USD,1672700.26,6.1,Performing,Low
LOAN0002833,CUST004431,credit card,GBP,5315075.23,14.3,Watch,Low
LOAN0002834,CUST006065,credit card,GBP,7679227.55,17.63,Performing,Very High
LOAN0002835,CUST008232,working capital,USD,1825569.64,13.38,Performing,Medium
LOAN0002836,CUST003138,credit card,INR,3422677.46,7.36,Performing,Medium
LOAN0002837,CUST003388,working capital,USD,4275252.6,14.05,Performing,Very High
LOAN0002838,CUST004805,working capital,GBP,4989767.49,5.99,Watch,Low
LOAN0002839,CUST003074,mortgage,INR,1799778.43,16.56,NonPerforming,Low
LOAN0002840,CUST009230,term loan,USD,2703775.65,16.47,NonPerforming,Low
LOAN0002841,CUST007372,mortgage,INR,4338560.9,9.29,Performing,Low
LOAN0002842,CUST001687,mortgage,INR,8634290.08,7.0,Watch,High
LOAN0002843,CUST004161,term loan,GBP,1577208.92,12.3,Watch,Medium
LOAN0002844,CUST004333,mortgage,INR,4722376.59,10.6,NonPerforming,High
LOAN0002845,CUST007579,commercial overdraft,INR,8984774.59,6.3,Watch,High
LOAN0002846,CUST009387,working capital,USD,9922495.82,12.4,NonPerforming,Medium
LOAN0002847,CUST006564,mortgage,INR,4687469.01,9.18,Watch,Medium
LOAN0002848,CUST004172,commercial overdraft,GBP,5340741.13,10.49,Performing,Medium
LOAN0002849,CUST008414,commercial overdraft,GBP,6738729.89,8.08,NonPerforming,Very High
LOAN0002850,CUST005384,commercial overdraft,GBP,1312651.44,6.96,NonPerforming,Medium
LOAN0002851,CUST003209,working capital,GBP,7955887.14,13.21,Watch,High
LOAN0002852,CUST002797,term loan,GBP,4480785.6,7.93,Performing,Low
LOAN0002853,CUST007382,working capital,USD,7090946.24,7.68,Performing,High
LOAN0002854,CUST003605,working capital,INR,3884430.78,12.06,NonPerforming,Medium
LOAN0002855,CUST005991,working capital,INR,2043022.09,14.8,Performing,High
LOAN0002856,CUST006420,trade finance,USD,7115707.75,10.04,Watch,Low
LOAN0002857,CUST009697,term loan,INR,7966378.29,12.54,NonPerforming,Very High
LOAN0002858,CUST001762,mortgage,USD,5858049.93,9.7,Performing,Very High
LOAN0002859,CUST002549,trade finance,GBP,6101226.78,5.79,Performing,Low
LOAN0002860,CUST000752,trade finance,USD,3392334.53,13.43,NonPerforming,High
LOAN0002861,CUST006453,term loan,GBP,4923917.44,7.25,NonPerforming,Medium
LOAN0002862,CUST004122,term loan,GBP,4779977.24,11.77,Performing,Low
LOAN0002863,CUST009098,credit card,INR,4070129.08,12.87,Performing,Very High
LOAN0002864,CUST007849,mortgage,GBP,8571518.85,11.22,Watch,Very High
LOAN0002865,CUST007951,credit card,USD,5945415.52,14.91,NonPerforming,Very High
LOAN0002866,CUST007400,credit card,GBP,5314440.53,5.83,Performing,Medium
LOAN0002867,CUST007007,credit card,INR,5235639.48,16.33,Watch,High
LOAN0002868,CUST005927,mortgage,GBP,2236921.33,11.03,NonPerforming,Very High
LOAN0002869,CUST004232,term loan,INR,3824963.59,10.18,NonPerforming,Medium
LOAN0002870,CUST005162,term loan,USD,8085150.04,10.94,NonPerforming,Low
LOAN0002871,CUST005500,commercial overdraft,GBP,6621069.78,15.84,Watch,Very High
LOAN0002872,CUST005376,mortgage,USD,9141784.75,16.1,NonPerforming,Medium
LOAN0002873,CUST009228,term loan,GBP,8996407.93,6.79,Performing,High
LOAN0002874,CUST009001,working capital,USD,562744.81,17.61,Performing,Low
LOAN0002875,CUST005569,working capital,INR,3001280.23,11.76,NonPerforming,High
LOAN0002876,CUST004392,mortgage,GBP,814520.52,9.33,Performing,Very High
LOAN0002877,CUST006407,credit card,INR,5944799.62,10.0,NonPerforming,Medium
LOAN0002878,CUST008472,mortgage,INR,9544116.5,5.78,NonPerforming,Low
LOAN0002879,CUST007348,working capital,USD,3971132.57,8.49,NonPerforming,Very High
LOAN0002880,CUST009371,term loan,USD,1404624.14,13.84,NonPerforming,Low
LOAN0002881,CUST004416,working capital,INR,9921842.91,17.16,Performing,High
LOAN0002882,CUST008838,commercial overdraft,USD,6105045.7,15.15,NonPerforming,Medium
LOAN0002883,CUST004419,credit card,GBP,1481179.11,9.36,Watch,Very High
LOAN0002884,CUST005291,working capital,USD,858828.63,15.94,Performing,Very High
LOAN0002885,CUST009697,working capital,INR,5162931.75,11.48,NonPerforming,Very High
LOAN0002886,CUST000856,term loan,INR,5054918.08,13.49,NonPerforming,High
LOAN0002887,CUST006639,term loan,USD,585453.38,10.32,Performing,Very High
LOAN0002888,CUST000878,mortgage,USD,9244667.93,16.33,NonPerforming,Medium
